id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero
675,Ana,5524,23,Ninguna,En observacion
676,Camila,3008,28,Baja,En observacion
677,Lucia,3279,42,Media,En observacion
678,Lucia,1424,24,Ninguna,En riesgo
679,Jose,3456,59,Baja,En riesgo
680,Martin,2081,89,Ninguna,En riesgo
681,Carlos,3824,64,Media,En observacion
682,Jorge,4985,83,Media,En observacion
683,Carlos,755,27,Alta,En observacion
684,Marta,5304,15,Baja,Saludable
685,Miguel,2338,46,Alta,En observacion
686,Jose,2444,80,Media,En riesgo
687,Valentina,509,57,Media,En riesgo
688,Miguel,3371,75,Media,En riesgo
689,Luis,1297,26,Baja,En riesgo
690,Marta,5472,52,Alta,En observacion
691,Marta,5624,41,Media,En observacion
692,Martin,1515,58,Baja,En riesgo
693,Diego,2324,46,Ninguna,En riesgo
694,Carlos,4969,33,Baja,En observacion
695,Camila,3636,36,Ninguna,En observacion
696,Jorge,2693,5,Baja,En observacion
697,Carlos,723,6,Media,En observacion
698,Pedro,5858,24,Alta,Saludable
699,Lucia,5448,32,Baja,En observacion
700,Diego,4658,54,Baja,En observacion
701,Claudia,5836,57,Baja,En observacion
702,Miguel,4425,6,Media,Saludable
703,Camila,5284,56,Media,En observacion
704,Carlos,4500,11,Media,Saludable
705,Laura,2133,15,Media,Saludable
706,Juan,2652,79,Alta,En observacion
707,Alejandro,1010,42,Baja,En riesgo
708,Alejandro,884,76,Alta,En riesgo
709,Jorge,904,6,Alta,En observacion
710,Claudia,5113,50,Media,En observacion
711,Juan,5071,72,Baja,En riesgo
712,Alejandro,2500,31,Media,En observacion
713,Marta,3256,74,Media,En riesgo
714,Miguel,2168,7,Media,Saludable
715,Marta,1960,86,Media,En riesgo
716,Jose,4136,88,Ninguna,En riesgo
717,Lucia,3224,71,Ninguna,En riesgo
718,Jose,5309,44,Media,En observacion
719,Carlos,4678,85,Media,En observacion
720,Miguel,5764,58,Baja,En observacion
721,Juan,2548,3,Alta,Saludable
722,Pedro,4646,66,Media,En observacion
723,Juan,5280,28,Media,En observacion
724,Martin,1216,28,Ninguna,En riesgo
725,Diego,5044,27,Alta,Saludable
726,Jorge,5476,76,Media,En observacion
727,Jose,5083,78,Baja,En riesgo
728,Camila,2323,86,Media,En riesgo
729,Lucia,2581,43,Alta,En observacion
730,Juan,3919,89,Ninguna,En riesgo
731,Pedro,2074,3,Media,Saludable
732,Claudia,749,89,Baja,En riesgo
733,Camila,1173,8,Media,En observacion
734,Alejandro,5033,4,Media,Saludable
735,Martin,2665,55,Media,En observacion
736,Ana,1270,83,Alta,En riesgo
737,Carlos,4462,49,Alta,En observacion
738,Juan,4863,74,Baja,En riesgo
739,Valentina,2484,14,Media,Saludable
740,Miguel,1577,31,Alta,En observacion
741,Sofia,735,27,Media,En riesgo
742,Juan,888,21,Baja,En riesgo
743,Camila,3537,16,Alta,Saludable
744,Elena,5358,58,Media,En observacion
745,Ana,2348,89,Alta,En observacion
746,Luis,5219,70,Alta,En observacion
747,Jorge,3314,56,Alta,En observacion
748,Miguel,3874,25,Baja,En observacion
749,Lucia,3778,24,Alta,Saludable
750,Juan,1752,9,Alta,Saludable
751,Alejandro,4481,44,Media,En observacion
752,Jorge,5173,82,Baja,En riesgo
753,Lucia,2622,10,Media,Saludable
754,Miguel,5030,76,Media,En observacion
755,Marta,2650,52,Alta,En observacion
756,Marta,5359,71,Media,En observacion
757,Laura,1829,67,Media,En riesgo
758,Diego,1858,27,Media,En observacion
759,Diego,2982,74,Media,En riesgo
760,Martin,5042,64,Media,En observacion
761,Martin,2517,48,Alta,En observacion
762,Martin,1831,46,Media,En riesgo
763,Claudia,4844,51,Alta,En observacion
764,Jorge,4761,87,Baja,En riesgo
765,Claudia,1858,53,Ninguna,En riesgo
766,Elena,5615,59,Ninguna,En riesgo
767,Laura,5137,56,Ninguna,En riesgo
768,Alejandro,5354,46,Baja,En observacion
769,Maria,3677,30,Baja,En observacion
770,Ana,2628,45,Media,En observacion
771,Alejandro,2680,25,Baja,En observacion
772,Pedro,5392,4,Media,Saludable
773,Miguel,637,83,Media,En riesgo
774,Miguel,3972,51,Baja,En observacion
775,Lucia,5949,74,Media,En observacion
776,Carlos,3332,53,Media,En observacion
777,Lucia,4079,32,Ninguna,En observacion
778,Marta,3531,49,Alta,En observacion
779,Maria,4664,37,Media,En observacion
780,Pedro,3093,26,Ninguna,En riesgo
781,Jose,4800,14,Baja,Saludable
782,Pedro,4318,60,Media,En observacion
783,Ana,4638,20,Media,Saludable
784,Camila,4323,45,Media,En observacion
785,Pedro,4542,68,Ninguna,En riesgo
786,Ana,2406,5,Media,Saludable
787,Claudia,1260,37,Media,En observacion
788,Luis,3945,61,Alta,En observacion
789,Alejandro,1399,85,Alta,En riesgo
790,Luis,4955,61,Ninguna,En riesgo
791,Alejandro,3447,81,Media,En riesgo
792,Carlos,2219,77,Baja,En riesgo
793,Jose,780,73,Alta,En riesgo
794,Pedro,3766,45,Baja,En observacion
795,Martin,2387,12,Ninguna,En observacion
796,Diego,3766,2,Media,Saludable
797,Diego,1166,5,Alta,Saludable
798,Laura,4688,7,Media,Saludable
799,Jorge,1171,43,Baja,En riesgo
800,Miguel,2469,32,Media,En observacion
801,Luis,4656,80,Ninguna,En riesgo
802,Carlos,3622,74,Baja,En riesgo
803,Sofia,5624,76,Ninguna,En riesgo
804,Camila,5199,49,Baja,En observacion
805,Laura,5277,10,Alta,Saludable
806,Jorge,4400,27,Media,En observacion
807,Carlos,1023,69,Media,En riesgo
808,Sofia,2893,40,Ninguna,En riesgo
809,Diego,3617,15,Baja,Saludable
810,Claudia,3093,67,Baja,En riesgo
811,Jose,2468,47,Media,En observacion
812,Maria,5697,55,Alta,En observacion
813,Valentina,2253,63,Baja,En riesgo
814,Diego,2796,58,Media,En observacion
815,Maria,5740,89,Media,En observacion
816,Maria,2761,61,Baja,En riesgo
817,Carlos,2786,75,Alta,En observacion
818,Marta,5675,10,Media,Saludable
819,Alejandro,4702,88,Media,En observacion
820,Ana,3378,17,Alta,Saludable
821,Valentina,4643,18,Ninguna,En observacion
822,Camila,4144,86,Media,En observacion
823,Valentina,4932,54,Alta,En observacion
824,Laura,5645,81,Media,En observacion
825,Jose,5876,25,Baja,En observacion
826,Martin,2555,5,Media,Saludable
827,Camila,5220,3,Media,Saludable
828,Marta,1776,28,Alta,En observacion
829,Camila,3266,58,Alta,En observacion
830,Jorge,802,16,Media,En observacion
831,Maria,1138,42,Baja,En riesgo
832,Maria,555,79,Ninguna,En riesgo
833,Elena,5321,65,Alta,En observacion
834,Ana,1025,33,Media,En observacion
835,Martin,5069,7,Ninguna,En observacion
836,Jorge,4623,12,Media,Saludable
837,Ana,2625,7,Baja,En observacion
838,Carlos,3787,64,Alta,En observacion
839,Claudia,864,42,Ninguna,En riesgo
840,Sofia,5121,38,Baja,En observacion
841,Maria,5931,80,Ninguna,En riesgo
842,Lucia,5478,58,Baja,En observacion
843,Laura,5626,83,Media,En observacion
844,Claudia,5622,87,Ninguna,En riesgo
845,Laura,2146,85,Media,En riesgo
846,Laura,1418,85,Media,En riesgo
847,Carlos,3297,43,Baja,En riesgo
848,Camila,2031,8,Baja,En observacion
849,Laura,3845,36,Ninguna,En observacion
850,Diego,2406,73,Media,En riesgo
851,Camila,3586,35,Baja,En observacion
852,Alejandro,5811,27,Baja,En observacion
853,Elena,5080,41,Alta,En observacion
854,Maria,2575,42,Media,En observacion
855,Luis,1213,84,Media,En riesgo
856,Camila,1562,87,Media,En riesgo
857,Sofia,2476,41,Ninguna,En riesgo
858,Pedro,1796,65,Baja,En riesgo
859,Lucia,5850,54,Baja,En observacion
860,Jose,625,71,Ninguna,En riesgo
861,Claudia,5132,47,Media,En observacion
862,Valentina,4096,21,Baja,En observacion
863,Alejandro,3783,26,Media,En observacion
864,Laura,2103,66,Ninguna,En riesgo
865,Elena,566,12,Alta,En observacion
866,Carlos,732,44,Ninguna,En riesgo
867,Valentina,2656,9,Media,Saludable
868,Miguel,1669,8,Media,En observacion
869,Lucia,2658,53,Baja,En riesgo
870,Laura,4706,26,Media,En observacion
871,Claudia,1993,33,Baja,En riesgo
872,Pedro,5218,0,Media,Saludable
873,Martin,4507,31,Baja,En observacion
874,Juan,2972,88,Media,En riesgo
875,Valentina,3160,70,Alta,En observacion
876,Miguel,3239,66,Media,En riesgo
877,Alejandro,5901,83,Media,En observacion
878,Juan,2261,19,Alta,Saludable
879,Luis,4014,34,Media,En observacion
880,Miguel,2475,89,Media,En riesgo
881,Carlos,2862,77,Alta,En observacion
882,Juan,1376,16,Media,En observacion
883,Sofia,4312,17,Ninguna,En observacion
884,Claudia,3948,44,Alta,En observacion
885,Alejandro,1812,83,Media,En riesgo
886,Claudia,1960,52,Baja,En riesgo
887,Jorge,3209,81,Media,En riesgo
888,Juan,2824,67,Baja,En riesgo
889,Alejandro,2233,64,Media,En riesgo
890,Lucia,2105,0,Media,Saludable
891,Sofia,3063,57,Alta,En observacion
892,Ana,3921,25,Baja,En observacion
893,Luis,4017,19,Baja,Saludable
894,Pedro,2897,86,Alta,En observacion
895,Ana,4235,9,Media,Saludable
896,Camila,3370,58,Ninguna,En riesgo
897,Ana,1660,74,Media,En riesgo
898,Miguel,5354,40,Media,En observacion
899,Luis,742,4,Ninguna,En riesgo
900,Diego,3090,64,Baja,En riesgo
901,Maria,1563,16,Media,En observacion
902,Pedro,4824,21,Baja,En observacion
903,Martin,3095,40,Ninguna,En riesgo
904,Marta,1419,67,Media,En riesgo
905,Martin,5842,68,Media,En observacion
906,Camila,505,10,Media,En observacion
907,Maria,967,55,Ninguna,En riesgo
908,Jose,4670,50,Baja,En observacion
909,Maria,503,20,Alta,En observacion
910,Juan,1145,75,Ninguna,En riesgo
911,Maria,617,25,Media,En riesgo
912,Diego,3428,18,Alta,Saludable
913,Maria,3051,59,Media,En observacion
914,Miguel,5542,70,Media,En observacion
915,Laura,4789,46,Ninguna,En riesgo
916,Miguel,1346,70,Media,En riesgo
917,Laura,3262,25,Baja,En observacion
918,Martin,1641,39,Media,En observacion
919,Diego,2310,4,Alta,Saludable
920,Valentina,1223,20,Ninguna,En observacion
921,Ana,724,77,Media,En riesgo
922,Diego,5127,3,Media,Saludable
923,Marta,4708,22,Media,En observacion
924,Ana,5154,83,Ninguna,En riesgo
925,Marta,2548,14,Media,Saludable
926,Alejandro,5249,7,Alta,Saludable
927,Juan,4915,40,Alta,En observacion
928,Lucia,2073,18,Media,Saludable
929,Laura,2328,45,Baja,En riesgo
930,Marta,2417,27,Media,En observacion
931,Ana,4734,67,Media,En observacion
932,Jorge,2526,14,Alta,Saludable
933,Marta,4244,36,Media,En observacion
934,Camila,1401,0,Ninguna,En observacion
935,Lucia,5285,66,Media,En observacion
936,Jose,2539,23,Ninguna,En riesgo
937,Carlos,509,26,Media,En riesgo
938,Camila,760,39,Alta,En observacion
939,Laura,2173,62,Ninguna,En riesgo
940,Juan,2719,60,Media,En observacion
941,Camila,2560,35,Baja,En observacion
942,Jose,5787,23,Ninguna,En observacion
943,Claudia,4213,23,Alta,Saludable
944,Elena,2119,3,Alta,Saludable
945,Sofia,820,66,Baja,En riesgo
946,Jose,1842,33,Media,En observacion
947,Ana,2876,56,Alta,En observacion
948,Pedro,3332,48,Alta,En observacion
949,Laura,3324,86,Alta,En observacion
950,Alejandro,2494,52,Baja,En riesgo
951,Ana,3458,22,Alta,En observacion
952,Maria,2538,68,Media,En riesgo
953,Valentina,3990,52,Baja,En observacion
954,Elena,4177,61,Media,En observacion
955,Marta,1618,40,Alta,En observacion
956,Jose,2104,56,Baja,En riesgo
957,Laura,4527,59,Alta,En observacion
958,Martin,735,53,Baja,En riesgo
959,Elena,2469,69,Ninguna,En riesgo
960,Ana,4929,56,Media,En observacion
961,Alejandro,2408,9,Media,Saludable
962,Maria,875,39,Media,En riesgo
963,Pedro,4030,6,Media,Saludable
964,Diego,5756,37,Ninguna,En observacion
965,Alejandro,3135,84,Ninguna,En riesgo
966,Marta,2070,60,Media,En observacion
967,Marta,3060,83,Baja,En riesgo
968,Valentina,5915,2,Ninguna,En observacion
969,Jose,3891,50,Ninguna,En riesgo
970,Pedro,3465,85,Media,En riesgo
971,Diego,4143,46,Media,En observacion
972,Ana,5968,67,Media,En observacion
973,Jorge,4350,75,Ninguna,En riesgo
974,Ana,1372,37,Alta,En observacion
975,Alejandro,1752,35,Media,En observacion
976,Maria,1814,40,Media,En riesgo
977,Diego,5320,68,Media,En observacion
978,Claudia,3398,12,Media,Saludable
979,Maria,577,86,Ninguna,En riesgo
980,Lucia,3121,57,Alta,En observacion
981,Luis,4727,49,Media,En observacion
982,Luis,1100,29,Alta,En observacion
983,Camila,1565,61,Alta,En riesgo
984,Luis,2636,24,Media,En observacion
985,Ana,2949,26,Media,En observacion
986,Diego,2843,50,Media,En observacion
987,Laura,2363,77,Media,En riesgo
988,Marta,1818,56,Alta,En observacion
989,Laura,5211,46,Media,En observacion
990,Laura,4097,38,Ninguna,En observacion
991,Alejandro,4262,15,Ninguna,En observacion
992,Laura,5642,21,Media,En observacion
993,Lucia,5170,84,Media,En observacion
994,Martin,2690,53,Ninguna,En riesgo
995,Luis,1492,20,Alta,Saludable
996,Lucia,3212,71,Baja,En riesgo
997,Miguel,2692,15,Ninguna,En observacion
998,Alejandro,1748,58,Alta,En observacion
999,Valentina,3554,30,Alta,Saludable
1000,Ana,5098,41,Ninguna,En riesgo
1001,Sofia,4533,73,Media,En observacion
1002,Marta,2497,31,Alta,En observacion
1003,Alejandro,5416,58,Media,En observacion
1004,Camila,4187,33,Media,En observacion
1005,Carlos,2651,8,Baja,En observacion
1006,Laura,4518,80,Baja,En riesgo
1007,Maria,3610,10,Ninguna,En observacion
1008,Ana,2470,9,Media,Saludable
1009,Lucia,697,85,Media,En riesgo
1010,Jose,3126,16,Media,Saludable
1011,Elena,1702,67,Media,En riesgo
1012,Marta,5908,47,Alta,En observacion
1013,Alejandro,2535,51,Ninguna,En riesgo
1014,Maria,977,24,Ninguna,En riesgo
1015,Martin,1754,20,Media,En observacion
1016,Diego,1422,64,Baja,En riesgo
1017,Martin,919,62,Media,En riesgo
1018,Miguel,2704,88,Media,En riesgo
1019,Pedro,3097,50,Baja,En riesgo
1020,Alejandro,1620,35,Media,En observacion
1021,Carlos,3568,80,Ninguna,En riesgo
1022,Juan,1450,87,Baja,En riesgo
1023,Ana,2836,65,Media,En riesgo
1024,Valentina,5873,14,Baja,Saludable
1025,Sofia,2743,38,Alta,En observacion
1026,Alejandro,3145,69,Media,En riesgo
1027,Lucia,2357,0,Media,Saludable
1028,Juan,5112,22,Media,En observacion
1029,Sofia,2365,38,Baja,En observacion
1030,Juan,3412,56,Media,En observacion
1031,Alejandro,5737,80,Baja,En riesgo
1032,Jose,3353,33,Media,En observacion
1033,Miguel,5410,40,Media,En observacion
1034,Jose,3728,72,Baja,En riesgo
1035,Alejandro,4219,12,Media,Saludable
1036,Laura,3728,69,Media,En observacion
1037,Claudia,2871,5,Media,Saludable
1038,Juan,3391,83,Media,En riesgo
1039,Pedro,4256,51,Alta,En observacion
1040,Martin,4725,2,Baja,Saludable
1041,Laura,594,80,Media,En riesgo
1042,Lucia,3174,62,Media,En riesgo
1043,Martin,2455,48,Ninguna,En riesgo
1044,Valentina,1293,75,Media,En riesgo
1045,Luis,2334,46,Ninguna,En riesgo
1046,Valentina,2616,54,Alta,En observacion
1047,Martin,4606,63,Media,En observacion
1048,Marta,3825,64,Ninguna,En riesgo
1049,Sofia,3419,80,Media,En riesgo
1050,Jorge,3097,66,Baja,En riesgo
1051,Marta,3705,89,Media,En observacion
1052,Jose,5307,14,Alta,Saludable
1053,Lucia,1314,31,Media,En observacion
1054,Carlos,845,67,Media,En riesgo
1055,Juan,2849,17,Ninguna,En observacion
1056,Valentina,862,82,Media,En riesgo
1057,Luis,2943,42,Ninguna,En riesgo
1058,Jorge,2765,34,Ninguna,En riesgo
1059,Laura,2688,77,Media,En riesgo
1060,Luis,3505,57,Media,En observacion
1061,Elena,3781,32,Ninguna,En observacion
1062,Martin,1484,13,Ninguna,En observacion
1063,Juan,2139,33,Media,En observacion
1064,Maria,1327,60,Media,En riesgo
1065,Pedro,3230,3,Media,Saludable
1066,Laura,4031,87,Baja,En riesgo
1067,Camila,4951,58,Media,En observacion
1068,Pedro,5943,28,Baja,En observacion
1069,Marta,3435,82,Alta,En observacion
1070,Luis,4376,5,Alta,Saludable
1071,Claudia,626,48,Media,En riesgo
1072,Martin,3677,39,Media,En observacion
1073,Marta,3556,82,Media,En observacion
1074,Camila,1103,64,Media,En riesgo
1075,Marta,3949,68,Media,En observacion
1076,Alejandro,5609,26,Alta,Saludable
1077,Miguel,4646,79,Media,En observacion
1078,Claudia,4033,5,Ninguna,En observacion
1079,Laura,3867,12,Media,Saludable
1080,Maria,3868,63,Media,En observacion
1081,Pedro,4297,61,Media,En observacion
1082,Jorge,2292,18,Ninguna,En observacion
1083,Carlos,3361,75,Media,En riesgo
1084,Miguel,3976,79,Baja,En riesgo
1085,Juan,3917,42,Baja,En observacion
1086,Carlos,2145,73,Baja,En riesgo
1087,Laura,1705,88,Alta,En riesgo
1088,Miguel,3530,19,Baja,Saludable
1089,Lucia,3372,67,Alta,En observacion
1090,Camila,3572,43,Media,En observacion
1091,Miguel,2354,22,Baja,En observacion
1092,Pedro,4521,1,Media,Saludable
1093,Luis,5162,21,Baja,En observacion
1094,Ana,5531,56,Alta,En observacion
1095,Valentina,3208,71,Baja,En riesgo
1096,Carlos,4002,6,Media,Saludable
1097,Martin,1832,77,Media,En riesgo
1098,Valentina,701,55,Alta,En riesgo
1099,Valentina,4007,66,Ninguna,En riesgo
1100,Maria,4712,15,Alta,Saludable
1101,Jorge,5532,82,Alta,En observacion
1102,Miguel,1074,50,Media,En riesgo
1103,Luis,1036,81,Baja,En riesgo
1104,Carlos,2125,79,Media,En riesgo
1105,Luis,2622,71,Alta,En observacion
1106,Luis,885,11,Media,En observacion
1107,Luis,3781,52,Media,En observacion
1108,Carlos,974,74,Media,En riesgo
1109,Carlos,917,4,Media,En observacion
1110,Camila,4100,26,Baja,En observacion
1111,Valentina,5534,11,Media,Saludable
1112,Camila,1454,16,Media,En observacion
1113,Ana,5471,5,Media,Saludable
1114,Juan,5358,4,Ninguna,En observacion
1115,Marta,5798,56,Ninguna,En riesgo
1116,Sofia,1705,27,Baja,En riesgo
1117,Martin,5259,77,Media,En observacion
1118,Sofia,4620,68,Alta,En observacion
1119,Pedro,2490,58,Media,En observacion
1120,Sofia,5799,32,Media,En observacion
1121,Claudia,5305,61,Media,En observacion
1122,Marta,4072,49,Baja,En observacion
1123,Claudia,5780,18,Ninguna,En observacion
1124,Alejandro,4880,85,Baja,En riesgo
1125,Laura,4658,68,Media,En observacion
1126,Pedro,5598,65,Baja,En riesgo
1127,Claudia,5257,46,Media,En observacion
1128,Camila,3213,38,Alta,En observacion
1129,Luis,2703,67,Baja,En riesgo
1130,Marta,3620,32,Alta,Saludable
1131,Diego,1466,12,Media,En observacion
1132,Pedro,5444,83,Media,En observacion
1133,Camila,5703,53,Baja,En observacion
1134,Elena,3932,6,Baja,Saludable
1135,Jose,1188,78,Media,En riesgo
1136,Pedro,4743,86,Baja,En riesgo
1137,Laura,4201,13,Media,Saludable
1138,Diego,841,86,Media,En riesgo
1139,Ana,5682,18,Baja,Saludable
1140,Marta,2224,53,Baja,En riesgo
1141,Laura,5979,19,Ninguna,En observacion
1142,Alejandro,4922,28,Media,En observacion
1143,Martin,2292,23,Baja,En observacion
1144,Diego,2259,81,Baja,En riesgo
1145,Jorge,3712,62,Ninguna,En riesgo
1146,Juan,1489,73,Alta,En riesgo
1147,Maria,2762,56,Baja,En riesgo
1148,Jorge,2982,7,Media,Saludable
1149,Diego,1451,89,Media,En riesgo
1150,Pedro,1222,61,Media,En riesgo
1151,Marta,3889,28,Media,En observacion
1152,Alejandro,2579,73,Media,En riesgo
1153,Pedro,3217,16,Ninguna,En observacion
1154,Lucia,2832,65,Media,En riesgo
1155,Valentina,3876,5,Baja,Saludable
1156,Alejandro,5024,57,Media,En observacion
1157,Jose,2000,68,Alta,En observacion
1158,Claudia,785,27,Media,En riesgo
1159,Laura,3995,61,Media,En observacion
1160,Jorge,2565,40,Media,En observacion
1161,Claudia,1268,68,Alta,En riesgo
1162,Laura,5990,81,Media,En observacion
1163,Camila,3557,89,Media,En observacion
1164,Valentina,4789,83,Media,En observacion
1165,Ana,5583,40,Media,En observacion
1166,Luis,5732,48,Alta,En observacion
1167,Luis,2661,48,Ninguna,En riesgo
1168,Claudia,3793,75,Ninguna,En riesgo
1169,Carlos,1446,70,Baja,En riesgo
1170,Sofia,5426,2,Alta,Saludable
1171,Maria,3835,9,Baja,Saludable
1172,Valentina,4650,88,Baja,En riesgo
1173,Diego,5395,34,Baja,En observacion
1174,Jorge,5373,79,Alta,En observacion
1175,Pedro,1981,1,Baja,En observacion
1176,Laura,2401,23,Baja,En observacion
1177,Diego,3951,73,Media,En observacion
1178,Miguel,4564,37,Baja,En observacion
1179,Luis,554,21,Media,En riesgo
1180,Claudia,2323,25,Media,En observacion
1181,Juan,5797,42,Alta,En observacion
1182,Claudia,3962,54,Baja,En observacion
1183,Lucia,3579,38,Alta,Saludable
1184,Alejandro,1332,28,Media,En observacion
1185,Alejandro,4908,19,Media,Saludable
1186,Marta,3306,40,Media,En observacion
1187,Alejandro,2990,53,Alta,En observacion
1188,Carlos,827,19,Baja,En observacion
1189,Laura,3810,18,Baja,Saludable
1190,Valentina,3800,83,Alta,En observacion
1191,Jorge,4175,65,Alta,En observacion
1192,Valentina,3554,29,Alta,Saludable
1193,Carlos,5883,52,Ninguna,En riesgo
1194,Carlos,2643,33,Media,En observacion
1195,Claudia,5707,21,Media,En observacion
1196,Camila,1811,66,Alta,En riesgo
1197,Pedro,3691,5,Baja,Saludable
1198,Sofia,3038,78,Ninguna,En riesgo
1199,Diego,4483,26,Baja,En observacion
1200,Elena,5047,9,Baja,Saludable
1201,Luis,664,72,Alta,En riesgo
1202,Alejandro,4777,47,Alta,En observacion
1203,Marta,5505,69,Alta,En observacion
1204,Claudia,1322,58,Media,En riesgo
1205,Ana,1443,58,Alta,En observacion
1206,Sofia,4925,1,Media,Saludable
1207,Pedro,1274,28,Media,En observacion
1208,Miguel,2698,67,Ninguna,En riesgo
1209,Lucia,3656,64,Baja,En riesgo
1210,Luis,4742,82,Baja,En riesgo
1211,Elena,4195,25,Baja,En observacion
1212,Jorge,3952,88,Alta,En observacion
1213,Laura,1414,9,Baja,En observacion
1214,Valentina,1808,52,Media,En riesgo
1215,Ana,4677,78,Baja,En riesgo
1216,Sofia,1013,58,Media,En riesgo
1217,Jose,2420,21,Ninguna,En riesgo
1218,Martin,4094,50,Media,En observacion
1219,Valentina,5341,47,Media,En observacion
1220,Jose,1909,20,Ninguna,En observacion
1221,Marta,5302,21,Alta,Saludable
1222,Claudia,5066,29,Baja,En observacion
1223,Jorge,3690,24,Baja,En observacion
1224,Marta,4991,27,Baja,En observacion
1225,Juan,2055,64,Ninguna,En riesgo
1226,Marta,1304,44,Ninguna,En riesgo
1227,Miguel,5529,67,Alta,En observacion
1228,Lucia,1779,6,Baja,En observacion
1229,Claudia,5500,48,Baja,En observacion
1230,Sofia,5672,8,Baja,Saludable
1231,Pedro,4077,35,Alta,Saludable
1232,Maria,3401,82,Baja,En riesgo
1233,Claudia,1887,0,Ninguna,En observacion
1234,Elena,5899,9,Ninguna,En observacion
1235,Marta,5188,35,Media,En observacion
1236,Jose,3261,72,Alta,En observacion
1237,Camila,3179,45,Media,En observacion
1238,Diego,2606,31,Baja,En observacion
1239,Laura,4723,31,Baja,En observacion
1240,Martin,5331,5,Media,Saludable
1241,Claudia,3268,47,Alta,En observacion
1242,Lucia,4453,37,Media,En observacion
1243,Alejandro,3686,16,Media,Saludable
1244,Jose,3780,73,Ninguna,En riesgo
1245,Diego,3073,26,Baja,En observacion
1246,Lucia,5116,53,Media,En observacion
1247,Marta,3099,49,Media,En observacion
1248,Camila,4533,34,Alta,Saludable
1249,Marta,736,84,Ninguna,En riesgo
1250,Lucia,1804,24,Media,En observacion
1251,Luis,3930,27,Media,En observacion
1252,Ana,1801,14,Media,En observacion
1253,Maria,3041,3,Baja,En observacion
1254,Lucia,2551,72,Baja,En riesgo
1255,Diego,941,26,Baja,En riesgo
1256,Martin,2576,25,Media,En observacion
1257,Elena,3680,18,Media,Saludable
1258,Pedro,3157,16,Alta,Saludable
1259,Alejandro,4298,42,Baja,En observacion
1260,Juan,1304,40,Alta,En observacion
1261,Camila,574,41,Media,En riesgo
1262,Miguel,2675,49,Ninguna,En riesgo
1263,Valentina,4424,83,Ninguna,En riesgo
1264,Carlos,2589,39,Media,En observacion
1265,Valentina,5975,38,Media,En observacion
1266,Maria,540,22,Alta,En observacion
1267,Laura,2581,51,Baja,En riesgo
1268,Jose,5997,46,Baja,En observacion
1269,Carlos,5183,62,Media,En observacion
1270,Pedro,2122,68,Media,En riesgo
1271,Sofia,841,42,Baja,En riesgo
1272,Alejandro,4552,47,Ninguna,En riesgo
1273,Valentina,2574,33,Media,En observacion
1274,Jorge,1145,39,Media,En observacion
1275,Jorge,5326,74,Alta,En observacion
1276,Alejandro,4763,60,Alta,En observacion
1277,Claudia,1109,49,Ninguna,En riesgo
1278,Martin,954,66,Baja,En riesgo
1279,Claudia,3453,61,Baja,En riesgo
1280,Jorge,2208,57,Alta,En observacion
1281,Claudia,3972,32,Baja,En observacion
1282,Alejandro,3469,74,Media,En riesgo
1283,Elena,3528,15,Media,Saludable
1284,Pedro,5297,81,Media,En observacion
1285,Jorge,3181,47,Alta,En observacion
1286,Lucia,4129,9,Baja,Saludable
1287,Alejandro,4725,81,Media,En observacion
1288,Alejandro,3567,37,Alta,Saludable
1289,Ana,1886,18,Alta,Saludable
1290,Alejandro,4276,35,Alta,Saludable
1291,Diego,3366,58,Alta,En observacion
1292,Marta,5288,62,Media,En observacion
1293,Ana,3863,76,Baja,En riesgo
1294,Lucia,5990,45,Alta,En observacion
1295,Sofia,5389,2,Alta,Saludable
1296,Marta,4624,73,Media,En observacion
1297,Luis,648,64,Baja,En riesgo
1298,Laura,4350,7,Media,Saludable
1299,Jorge,5915,50,Media,En observacion
1300,Elena,2558,80,Media,En riesgo
1301,Pedro,1636,72,Media,En riesgo
1302,Camila,686,5,Alta,En observacion
1303,Lucia,3354,88,Baja,En riesgo
1304,Pedro,1750,38,Baja,En riesgo
1305,Luis,1833,59,Media,En riesgo
1306,Valentina,4693,27,Baja,En observacion
1307,Claudia,4650,53,Baja,En observacion
1308,Lucia,3211,36,Media,En observacion
1309,Juan,5353,8,Media,Saludable
1310,Ana,5001,81,Alta,En observacion
1311,Alejandro,5908,55,Alta,En observacion
1312,Claudia,2285,58,Baja,En riesgo
1313,Miguel,1250,84,Ninguna,En riesgo
1314,Carlos,2262,1,Ninguna,En observacion
1315,Camila,4420,60,Baja,En observacion
1316,Sofia,4960,57,Alta,En observacion
1317,Jose,981,59,Alta,En riesgo
1318,Marta,653,39,Baja,En riesgo
1319,Diego,2024,35,Media,En observacion
1320,Carlos,2620,36,Baja,En observacion
1321,Luis,2843,78,Baja,En riesgo
1322,Camila,5636,17,Baja,Saludable
1323,Elena,1740,62,Baja,En riesgo
1324,Miguel,560,21,Alta,En observacion
1325,Lucia,1438,10,Baja,En observacion
1326,Ana,2139,57,Ninguna,En riesgo
1327,Sofia,4620,56,Media,En observacion
1328,Alejandro,5658,76,Baja,En riesgo
1329,Luis,4726,3,Media,Saludable
1330,Jorge,4069,85,Ninguna,En riesgo
1331,Marta,1752,6,Alta,Saludable
1332,Juan,4703,60,Media,En observacion
