id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero,split
520,Elodia,2026.46,26.45,Media,En riesgo,train
521,Humberto,3579.46,19.28,Media,Saludable,val
522,Liliana,2833.12,21.91,Media,Saludable,val
523,Olegario,4894.7,18.37,Media,Saludable,train
524,Herminio,4447.42,19.04,Baja,En observacion,train
525,Jacinta,4434.15,19.04,Baja,En observacion,train
526,Fabiana,3140.43,19.03,Baja,En observacion,train
527,Reyna,2951.87,18.56,Baja,En observacion,train
528,Juan Luis,2456.92,23.31,Baja,En observacion,test
529,Anselma,1697.31,29.19,Media,En riesgo,train
530,Amaya,4526.53,17.87,Media,Saludable,test
531,José,4345.15,17.86,Media,Saludable,train
532,Vicenta,4999.01,17.15,Media,Saludable,test
533,Vilma,4988.23,18.12,Media,Saludable,train
534,Raquel,3444.01,20.6,Media,Saludable,val
535,Aurelio,4191.46,20.37,Media,Saludable,train
536,Cirino,4806.68,18.42,Media,Saludable,train
537,Fabiana,4473.77,20.88,Media,Saludable,val
538,Teo,2365.72,23.13,Media,En observacion,train
539,Paula,3076.9,20.34,Baja,En observacion,train
540,Leonel,1952.06,27.55,Media,En riesgo,train
541,Arsenio,4839.18,17.76,Media,Saludable,test
542,Abraham,3621.61,20.64,Media,Saludable,train
543,Nazario,2300.25,23.62,Baja,En observacion,train
544,María Manuela,3850.95,19.43,Media,Saludable,train
545,Eladio,3663.45,19.99,Media,Saludable,train
546,Febe,2753.57,22.23,Media,En observacion,test
547,Juan Francisco,1897.45,28.21,Baja,En riesgo,test
548,Felix,3850.51,20.04,Baja,En observacion,test
549,Manuela,3321.08,19.65,Baja,En observacion,test
550,Vasco,4203.11,21.03,Media,Saludable,train
551,Carmen,3320.57,21.58,Media,Saludable,train
552,Julieta,4482.64,17.33,Baja,En observacion,val
553,Teófilo,3431.67,18.72,Media,Saludable,val
554,Chelo,3463.28,19.22,Baja,En observacion,train
555,Agapito,4568.29,20.08,Media,Saludable,train
556,Dani,2912.19,23.22,Media,En observacion,train
557,Carlos,1969.05,28.39,Baja,En riesgo,train
558,Sol,1600.74,32.82,Media,En riesgo,val
559,Jessica,4142.98,19.2,Baja,En observacion,test
560,Vera,3671.08,17.86,Media,Saludable,val
561,Eustaquio,3964.28,19.72,Baja,En observacion,train
562,Caridad,2245.37,23.49,Baja,En observacion,val
563,Andrés Felipe,1977.3,27.95,Media,En riesgo,test
564,Perlita,1550.91,26.24,Media,En riesgo,val
565,Rafael,2727.06,23.85,Baja,En observacion,train
566,Dafne,3564.71,19.56,Baja,En observacion,train
567,Carmina,2872.85,22.22,Media,En observacion,train
568,Eusebio,3031.16,20.19,Media,Saludable,test
569,Tito,4664.56,15.96,Media,Saludable,train
570,Edu,2718.89,23.89,Media,En observacion,val
571,Ariel,3298.96,22.64,Media,En observacion,test
572,Mario,4242.79,15.37,Media,Saludable,val
573,Pánfilo,2887.9,21.85,Media,Saludable,train
574,Trini,3677.3,16.23,Baja,En observacion,val
575,Natividad,4518.27,17.35,Media,Saludable,train
576,Rosalinda,4823.32,18.61,Media,Saludable,test
577,Aníbal,2014.76,26.62,Media,En riesgo,train
578,Trini,4743.06,18.84,Media,Saludable,train
579,Pepito,3222.41,22.54,Media,En observacion,train
580,Humberto,2403.86,24.25,Baja,En observacion,train
581,Isabel,3106.98,23.56,Media,En observacion,val
582,Josep,4930.11,16.73,Media,Saludable,test
583,Griselda,3224.16,21.84,Media,Saludable,train
584,Cristian,2650.63,20.87,Media,Saludable,train
585,Paulino,3716.9,19.49,Media,Saludable,test
586,Melisa,2340.51,24.36,Media,En observacion,train
587,Charo,1765.52,28.62,Media,En riesgo,test
588,Soledad,1951.08,29.21,Media,En riesgo,train
589,Sandra,1948.16,25.58,Baja,En observacion,train
590,Santos,2031.66,28.8,Media,En riesgo,test
591,Estela,1985.9,24.18,Media,En observacion,train
592,Maribel,3743.06,17.98,Media,Saludable,train
593,Fabián,2136.58,26.54,Baja,En riesgo,train
594,Ángela,2709.84,22.27,Baja,En observacion,val
595,Jordi,4638.76,17.47,Baja,En observacion,train
596,Rosaura,3158.87,19.61,Baja,En observacion,train
597,Fermín,3836.45,20.49,Baja,En observacion,val
598,Nereida,2103.12,25.5,Media,En observacion,train
599,Obdulia,2173.01,25.56,Media,En observacion,val
600,Galo,1643.04,28.98,Baja,En riesgo,train
601,Socorro,2091.27,25.69,Media,En observacion,test
602,Seve,2475.07,24.64,Baja,En observacion,train
603,Amador,2119.54,24.17,Media,En observacion,train
604,Gastón,1810.46,31.06,Baja,En riesgo,train
605,Maite,1922.23,26.53,Media,En riesgo,train
606,Ámbar,3112.73,22.34,Media,En observacion,train
607,Nazaret,2222.17,24.05,Media,En observacion,train
608,Micaela,2774.94,22.34,Media,En observacion,train
609,Sergio,3261.96,21.89,Baja,En observacion,train
610,Nidia,3916.38,20.06,Media,Saludable,train
611,Haydée,1637.59,30.0,Media,En riesgo,train
612,Rosario,4297.94,18.6,Media,Saludable,train
613,Macaria,3697.65,19.61,Media,Saludable,train
614,Obdulia,1786.16,28.17,Media,En riesgo,test
615,Jose Ramón,4557.53,18.02,Media,Saludable,train
616,Juanito,4723.05,16.87,Baja,En observacion,train
617,Feliciano,1713.77,27.65,Baja,En riesgo,test
618,Mirta,2469.07,23.83,Media,En observacion,train
619,Judith,4321.7,19.08,Media,Saludable,train
620,Cándido,4118.91,18.29,Media,Saludable,train
621,Roberto,2145.82,26.77,Media,En riesgo,train
622,Salud,2232.72,24.18,Baja,En observacion,train
623,Antonio,2796.65,22.69,Media,En observacion,train
624,Rosa María,3195.83,22.83,Media,En observacion,train
625,Adoración,3663.89,16.57,Media,Saludable,train
626,Iván,2791.2,22.09,Media,En observacion,test
627,Heraclio,3118.87,21.91,Media,Saludable,train
628,Olga,4116.15,18.45,Media,Saludable,train
629,Zaida,1628.39,31.43,Media,En riesgo,train
630,Édgar,2383.53,26.2,Media,En riesgo,train
631,Pancho,3996.72,19.5,Media,Saludable,test
632,Marcos,4633.22,21.18,Baja,En observacion,train
633,Otilia,3290.87,19.93,Media,Saludable,val
634,Natalia,3362.4,19.01,Media,Saludable,train
635,Salomé,1875.1,26.99,Baja,En riesgo,test
636,Javier,3065.94,21.06,Baja,En observacion,val
637,Jacinto,3364.16,19.37,Baja,En observacion,val
638,Amado,2348.65,23.52,Baja,En observacion,train
639,Georgina,2442.35,22.88,Media,En observacion,train
640,Guadalupe,2820.49,20.54,Baja,En observacion,test
641,Sabas,1570.25,29.75,Baja,En riesgo,val
642,Nando,2627.28,24.24,Baja,En observacion,train
643,León,2240.07,22.75,Media,En observacion,train
644,Rosaura,2646.24,24.03,Baja,En observacion,val
645,Buenaventura,1919.17,27.15,Media,En riesgo,test
646,María Teresa,4616.85,17.73,Media,Saludable,train
647,León,3577.57,21.63,Media,Saludable,train
648,Pascual,3876.86,19.75,Media,Saludable,test
649,Felipa,4262.1,16.75,Media,Saludable,test
650,Araceli,3244.55,21.0,Baja,En observacion,train
651,Salomón,1804.22,27.98,Baja,En riesgo,train
652,Iris,3379.87,21.7,Media,Saludable,train
653,Pía,3553.94,19.12,Media,Saludable,test
654,Brunilda,4109.04,20.49,Media,Saludable,train
655,Natanael,3010.81,22.22,Media,En observacion,train
656,Amaro,1946.53,27.06,Media,En riesgo,train
657,David,2493.22,22.64,Media,En observacion,train
658,Saturnina,2770.79,21.46,Media,Saludable,train
659,Juan Carlos,3760.71,18.89,Baja,En observacion,train
660,Gaspar,3497.72,21.22,Baja,En observacion,val
661,Custodia,2746.34,22.14,Media,En observacion,val
662,Juan Manuel,4952.8,19.49,Media,Saludable,val
663,Antonio,3620.21,20.34,Baja,En observacion,train
664,César,2330.29,24.33,Baja,En observacion,train
665,Débora,1856.24,29.95,Media,En riesgo,train
666,Toño,2035.01,27.14,Media,En riesgo,train
667,Onofre,2360.85,24.66,Baja,En observacion,train
668,Luisina,2062.38,29.89,Baja,En riesgo,train
669,Miriam,2152.98,23.37,Baja,En observacion,train
670,Mauricio,2497.83,25.32,Media,En observacion,test
671,Tristán,2106.81,27.6,Media,En riesgo,train
672,Eloísa,4638.68,20.37,Baja,En observacion,test
673,Ariadna,1780.82,28.57,Baja,En riesgo,test
674,David,3335.79,20.49,Media,Saludable,train
675,Rogelio,2936.39,21.58,Media,Saludable,train
676,Trinidad,4938.33,18.47,Media,Saludable,val
677,Corona,1892.14,27.45,Baja,En riesgo,test
678,Goyo,2892.49,22.92,Baja,En observacion,train
679,José Manuel,4893.15,17.1,Media,Saludable,train
680,Arsenio,4529.27,18.28,Media,Saludable,test
681,Leandra,4359.75,17.58,Baja,En observacion,val
682,Tristán,2402.66,20.89,Media,Saludable,val
683,Abel,2098.11,27.64,Media,En riesgo,train
684,Aurora,3840.25,17.74,Baja,En observacion,test
685,Ángela,4752.82,17.88,Media,Saludable,test
686,Noelia,3448.67,18.79,Media,Saludable,train
687,Bárbara,3500.64,19.07,Baja,En observacion,train
688,Jacinta,2479.93,21.23,Media,Saludable,train
689,Loida,4193.23,17.71,Baja,En observacion,train
690,Manuela,2154.65,26.59,Media,En riesgo,train
691,Maite,2632.88,24.15,Media,En observacion,train
692,Herminia,2989.03,20.72,Baja,En observacion,val
693,Haroldo,3276.64,20.8,Media,Saludable,test
694,Prudencio,2348.43,22.88,Media,En observacion,train
695,Tomás,1901.93,24.88,Media,En observacion,train
696,Buenaventura,3637.17,20.71,Media,Saludable,test
697,Graciana,2510.21,23.45,Media,En observacion,test
698,Zoraida,3534.33,22.02,Media,En observacion,train
699,Natalio,2040.27,26.01,Baja,En riesgo,train
700,Estrella,3183.99,19.9,Media,Saludable,test
701,Mauricio,3364.06,19.12,Media,Saludable,train
702,Gracia,1681.38,28.6,Media,En riesgo,test
703,Regina,2678.11,24.68,Media,En observacion,train
704,Edelmiro,1970.45,25.96,Media,En observacion,train
705,Lola,1721.81,29.36,Media,En riesgo,train
706,Trinidad,4964.86,18.89,Media,Saludable,train
707,Marcelo,2628.24,21.27,Baja,En observacion,val
708,Anunciación,4334.56,19.14,Media,Saludable,train
709,Martin,2391.24,25.52,Media,En observacion,test
710,Griselda,3885.26,18.28,Media,Saludable,train
711,Sebastian,4160.8,19.15,Media,Saludable,train
712,Nacho,3584.74,19.85,Baja,En observacion,test
713,Samuel,3150.52,19.89,Baja,En observacion,val
714,Josefina,2941.44,21.92,Media,Saludable,val
715,Manolo,2721.04,22.98,Baja,En observacion,train
716,Casandra,4753.35,18.82,Media,Saludable,val
717,Edu,4407.17,20.86,Media,Saludable,train
718,Gregorio,4877.59,20.59,Media,Saludable,train
719,Sosimo,1935.04,26.9,Media,En riesgo,train
720,Graciana,4058.04,20.08,Media,Saludable,test
721,Reynaldo,4784.19,16.69,Media,Saludable,test
722,Inés,2134.32,26.08,Media,En riesgo,test
723,Marianela,1732.74,29.29,Baja,En riesgo,test
724,Vanesa,4093.92,19.26,Baja,En observacion,train
725,Félix,3510.66,19.93,Media,Saludable,val
726,Encarnación,4446.4,18.3,Baja,En observacion,train
727,Cloe,1989.2,28.36,Media,En riesgo,train
728,Marcial,4283.44,21.56,Baja,En observacion,train
729,Santiago,2205.7,24.72,Baja,En observacion,train
730,Carlota,2072.8,28.94,Media,En riesgo,test
731,Perla,2074.93,27.25,Baja,En riesgo,train
732,Aarón,4351.01,17.75,Media,Saludable,train
733,Marco,3828.19,18.13,Media,Saludable,train
734,Luciano,3330.73,21.05,Media,Saludable,train
735,Humberto,2755.91,23.47,Baja,En observacion,train
736,Tito,4570.2,18.98,Baja,En observacion,test
737,Mireia,2873.56,23.58,Media,En observacion,train
738,Cruz,4358.1,16.07,Media,Saludable,train
739,Elvira,3036.97,22.6,Media,En observacion,train
740,Fátima,2819.31,24.7,Media,En observacion,val
741,Modesto,3119.38,21.38,Media,Saludable,train
742,Adela,2554.82,22.82,Media,En observacion,val
743,Vasco,4116.63,18.81,Media,Saludable,test
744,Vasco,3259.52,19.76,Media,Saludable,test
745,Imelda,2312.74,25.57,Media,En observacion,val
746,Ignacio,4648.51,19.44,Media,Saludable,val
747,Ariadna,2843.62,21.91,Media,Saludable,train
748,Ainara,3402.44,21.13,Baja,En observacion,train
749,Nadia,4672.65,18.15,Media,Saludable,train
750,Valentina,3684.83,20.46,Media,Saludable,val
751,Natividad,1909.14,26.0,Baja,En observacion,val
752,Magdalena,4789.41,18.73,Baja,En observacion,test
753,Fortunato,3696.98,18.7,Baja,En observacion,train
754,Genoveva,2672.17,21.09,Media,Saludable,test
755,Cesar,1987.45,27.46,Media,En riesgo,train
756,Loreto,4279.09,19.76,Media,Saludable,train
757,Aránzazu,3670.25,18.44,Media,Saludable,train
758,Gracia,3367.11,18.89,Media,Saludable,val
759,Evita,4628.62,18.28,Media,Saludable,train
760,Estefanía,4260.09,16.48,Media,Saludable,val
761,Nico,2030.86,27.22,Media,En riesgo,train
762,Ciro,2591.03,22.91,Media,En observacion,train
763,Olivia,2369.71,24.79,Media,En observacion,train
764,Maricruz,4103.81,19.32,Media,Saludable,train
765,Joel,1617.36,28.72,Media,En riesgo,val
766,Hortensia,3494.61,21.9,Media,Saludable,train
767,Martín,4168.61,19.22,Media,Saludable,test
768,Jafet,4568.68,17.98,Media,Saludable,train
769,Noelia,2697.29,23.3,Media,En observacion,test
770,Heliodoro,4374.4,17.42,Media,Saludable,train
771,Eugenio,1887.21,28.21,Media,En riesgo,train
772,Amador,4462.58,18.25,Media,Saludable,train
773,Arturo,1946.21,27.35,Media,En riesgo,test
774,Jose Ignacio,2890.51,24.27,Baja,En observacion,train
775,Aitana,4290.53,19.56,Media,Saludable,val
776,Emiliana,2024.71,24.34,Media,En observacion,val
777,Remedios,2302.38,21.52,Media,Saludable,train
778,María Jesús,4027.88,18.91,Media,Saludable,val
779,Camilo,4020.13,18.61,Baja,En observacion,test
780,Xavier,3744.02,20.57,Baja,En observacion,test
781,Severino,3928.82,18.41,Media,Saludable,train
782,Soraya,3399.54,18.41,Baja,En observacion,train
783,Eva,2381.3,24.73,Baja,En observacion,train
784,Coral,2709.94,24.59,Media,En observacion,test
785,Guiomar,2135.59,24.47,Media,En observacion,test
786,Lina,4679.58,17.81,Media,Saludable,train
787,Josefina,3541.87,22.97,Media,En observacion,train
788,Rodrigo,2902.98,22.71,Media,En observacion,test
789,Ana Belén,3117.02,20.24,Baja,En observacion,test
790,Salomón,4815.49,15.66,Media,Saludable,val
791,Jose Francisco,2036.73,27.24,Media,En riesgo,train
792,Eusebio,3551.8,19.1,Baja,En observacion,test
793,Gabriela,3270.61,19.49,Media,Saludable,train
794,Javiera,3640.09,18.26,Baja,En observacion,test
795,Adelardo,1563.39,31.65,Baja,En riesgo,val
796,Teodora,4552.43,18.77,Media,Saludable,train
797,Maricela,4762.41,18.83,Baja,En observacion,train
798,Rosalinda,3477.97,20.29,Baja,En observacion,train
799,María Luisa,3938.28,16.23,Baja,En observacion,test
800,Sonia,4728.75,18.39,Baja,En observacion,train
801,Custodio,3975.34,20.08,Baja,En observacion,train
802,Melania,2033.89,28.32,Baja,En riesgo,test
803,Teodoro,3517.01,19.85,Media,Saludable,test
804,Isidoro,3623.5,18.09,Baja,En observacion,train
805,Gabriel,2984.46,18.69,Baja,En observacion,test
806,Nilda,4077.55,18.46,Media,Saludable,val
807,Josefa,4770.28,17.84,Media,Saludable,val
808,Aura,4739.49,18.09,Media,Saludable,val
809,Abril,3077.94,22.95,Media,En observacion,train
810,Aureliano,1896.33,27.34,Media,En riesgo,train
811,Cecilia,4946.94,17.25,Media,Saludable,train
812,Josep,4436.14,19.28,Baja,En observacion,test
813,Yéssica,1936.32,24.68,Media,En observacion,train
814,Regina,4722.95,19.39,Media,Saludable,train
815,Domingo,4544.64,19.37,Baja,En observacion,train
816,Yago,3315.93,21.69,Media,Saludable,train
817,Eliseo,3569.46,20.79,Baja,En observacion,test
818,Nicolasa,2896.51,22.41,Media,En observacion,train
819,Abril,1691.67,28.32,Media,En riesgo,train
820,Guadalupe,2673.19,23.8,Media,En observacion,train
821,Bernarda,4309.99,20.64,Media,Saludable,test
822,Celia,1516.21,33.57,Baja,En riesgo,val
823,Dulce,2667.25,21.48,Baja,En observacion,test
824,Maximiliano,2893.59,22.16,Media,En observacion,train
825,Marisol,3380.88,22.15,Media,En observacion,train
826,Tatiana,4719.49,19.44,Media,Saludable,train
827,Venceslás,2712.21,23.77,Baja,En observacion,train
828,Emperatriz,2714.34,22.05,Baja,En observacion,train
829,Ofelia,4081.25,20.12,Media,Saludable,test
830,Loida,3082.76,22.67,Media,En observacion,train
831,Tecla,2286.12,28.99,Baja,En riesgo,train
832,Anna,3083.54,18.1,Baja,En observacion,train
833,Teodosio,1993.0,27.28,Media,En riesgo,train
834,Paulina,2117.35,24.16,Media,En observacion,test
835,Victoria,3244.29,18.96,Media,Saludable,val
836,Carlota,2966.24,22.03,Baja,En observacion,train
837,Victor Manuel,4701.96,18.82,Media,Saludable,train
838,Teófila,2768.38,22.66,Media,En observacion,train
839,Federico,3532.06,20.62,Media,Saludable,test
840,Mar,3712.93,19.99,Media,Saludable,train
841,Rosalva,1545.83,29.36,Media,En riesgo,val
842,Aitana,3822.38,17.48,Media,Saludable,train
843,Vinicio,2123.13,24.87,Baja,En observacion,train
844,Juan Antonio,4863.75,18.76,Media,Saludable,test
845,Maricruz,2020.32,26.75,Media,En riesgo,train
846,Jose Miguel,2951.18,22.91,Media,En observacion,test
847,Priscila,1798.72,27.79,Baja,En riesgo,train
848,Febe,4989.06,17.2,Baja,En observacion,test
849,Leonel,3257.68,22.44,Media,En observacion,train
850,María Dolores,3583.85,19.68,Baja,En observacion,train
851,Mayte,1734.77,28.74,Media,En riesgo,test
852,Azahar,4124.86,19.94,Media,Saludable,train
853,Amada,2234.67,26.02,Media,En riesgo,test
854,Eugenia,4643.19,19.44,Media,Saludable,train
855,Jorge,2217.99,26.52,Media,En riesgo,train
856,Leonardo,2167.41,25.94,Baja,En observacion,test
857,Valerio,1627.92,28.06,Baja,En riesgo,val
858,Casemiro,3152.23,24.46,Media,En observacion,train
859,Leyre,3476.94,23.03,Media,En observacion,train
860,Lucho,1729.98,29.73,Media,En riesgo,train
861,Joel,4214.35,19.24,Media,Saludable,train
862,Lalo,3086.51,20.76,Media,Saludable,val
863,Nico,3335.37,21.95,Media,Saludable,train
864,Miguel,3042.67,21.16,Media,Saludable,val
865,Teodora,2902.67,20.72,Media,Saludable,val
866,Calixta,3458.74,18.42,Baja,En observacion,test
867,Cecilio,2043.34,26.2,Baja,En riesgo,train
868,Emiliano,2136.75,26.42,Media,En riesgo,train
869,Eutropio,4516.25,17.68,Media,Saludable,train
870,Jerónimo,4811.4,19.32,Media,Saludable,train
871,Rodolfo,2806.58,20.81,Media,Saludable,train
872,Joaquina,2447.61,23.77,Media,En observacion,test
873,Ezequiel,3754.0,19.75,Media,Saludable,train
874,Lara,2930.57,23.66,Media,En observacion,train
875,Iker,1588.85,29.36,Media,En riesgo,train
876,Bernardo,2046.53,26.75,Media,En riesgo,train
877,Severino,4005.9,19.46,Media,Saludable,train
878,Saturnino,3806.23,18.43,Media,Saludable,val
879,Natalio,1594.84,32.54,Media,En riesgo,train
880,Candela,2276.9,25.17,Media,En observacion,train
881,Adelaida,2308.76,23.66,Media,En observacion,train
882,Severo,3851.62,20.61,Media,Saludable,train
883,Bernabé,1568.99,34.5,Media,En riesgo,train
884,Hilario,1864.38,26.3,Media,En riesgo,train
885,Pepita,4299.71,19.27,Media,Saludable,train
886,Sosimo,2124.91,24.82,Media,En observacion,train
887,Roque,3784.61,17.51,Baja,En observacion,train
888,Verónica,2333.64,24.64,Media,En observacion,train
889,María Luisa,1848.04,28.39,Media,En riesgo,test
890,Daniela,2351.1,23.78,Media,En observacion,test
891,Josefa,4027.93,19.99,Baja,En observacion,val
892,Alex,4494.94,18.14,Media,Saludable,train
893,Rocío,4405.77,17.75,Media,Saludable,train
894,Silvia,2890.14,20.63,Baja,En observacion,val
895,María Del Carmen,3838.3,18.29,Media,Saludable,train
896,Coral,2217.45,27.18,Media,En riesgo,train
897,Ricardo,2526.02,24.9,Baja,En observacion,train
898,Albina,4637.18,16.08,Media,Saludable,train
899,Adolfo,1545.51,31.52,Media,En riesgo,train
900,Pastor,1799.28,27.41,Media,En riesgo,test
901,Marc,2227.6,22.27,Media,En observacion,val
902,Marisa,1592.86,31.22,Media,En riesgo,train
903,Rosario,2135.02,24.75,Media,En observacion,val
904,Reyna,3540.65,19.11,Media,Saludable,train
905,Tecla,2974.99,23.29,Media,En observacion,train
906,Petrona,4624.35,20.24,Media,Saludable,val
907,Simón,4361.05,18.01,Media,Saludable,train
908,Bárbara,2696.36,22.74,Media,En observacion,train
909,Mariana,2407.98,20.76,Media,Saludable,test
910,Macaria,2828.92,21.79,Baja,En observacion,test
911,Carina,3566.03,22.54,Baja,En observacion,val
912,Nereida,2438.22,23.69,Media,En observacion,train
913,Elisa,3684.52,19.1,Media,Saludable,test
914,Tomasa,2932.94,20.94,Baja,En observacion,test
915,Isidro,3432.17,20.94,Media,Saludable,train
916,Amarilis,3026.44,20.46,Media,Saludable,test
917,Isidoro,2530.63,21.4,Media,Saludable,test
918,Leandro,4819.59,17.83,Baja,En observacion,train
919,Tristán,4172.62,18.11,Media,Saludable,train
920,Amalia,1990.4,25.22,Baja,En observacion,train
921,Ambrosio,4539.64,18.18,Media,Saludable,train
922,Roque,3206.01,22.87,Media,En observacion,test
923,Nicodemo,4630.93,18.17,Media,Saludable,train
924,Guiomar,4299.49,18.9,Media,Saludable,train
925,Iris,2988.25,20.84,Media,Saludable,test
926,Nazaret,1578.64,31.43,Baja,En riesgo,val
927,Sandalio,2440.37,27.31,Media,En riesgo,train
928,Lourdes,3395.72,21.03,Baja,En observacion,val
929,Fito,3717.17,18.99,Baja,En observacion,train
930,Priscila,2402.61,24.15,Media,En observacion,test
931,Adelia,1987.75,25.43,Media,En observacion,train
932,Zaira,4422.26,18.17,Media,Saludable,train
933,Edu,4945.41,17.21,Baja,En observacion,val
934,Esther,3339.92,23.03,Media,En observacion,train
935,Bibiana,2100.88,24.74,Media,En observacion,val
936,Amando,2453.08,24.25,Baja,En observacion,val
937,Victoria,1564.37,27.98,Media,En riesgo,train
938,Rufino,4700.05,13.78,Baja,En observacion,train
939,Dora,1912.13,28.6,Media,En riesgo,train
940,Cintia,3517.81,21.93,Media,Saludable,train
941,Gloria,2459.19,21.25,Media,Saludable,test
942,Amando,3439.62,18.64,Media,Saludable,train
943,Celso,3779.97,19.6,Media,Saludable,test
944,Fernanda,4404.1,17.46,Baja,En observacion,train
945,Tiburcio,2222.47,26.58,Baja,En riesgo,train
946,Elpidio,1538.49,30.38,Baja,En riesgo,train
947,Roxana,1979.1,25.98,Media,En observacion,train
948,Íñigo,4650.07,16.93,Media,Saludable,val
949,Germán,4558.62,20.96,Media,Saludable,train
950,Aureliano,3590.95,22.02,Baja,En observacion,train
951,Juan Bautista,3601.81,20.78,Media,Saludable,test
952,Reynaldo,3827.63,17.83,Media,Saludable,test
953,Nacio,2113.8,23.48,Media,En observacion,train
954,Héctor,4700.44,18.49,Media,Saludable,val
955,Wálter,2965.7,22.73,Baja,En observacion,val
956,Nacho,2840.98,21.96,Baja,En observacion,train
957,Nicolás,3316.21,19.89,Baja,En observacion,train
958,María,1664.38,28.0,Media,En riesgo,train
959,Serafina,2081.99,27.33,Baja,En riesgo,train
960,Reynaldo,4083.12,18.31,Media,Saludable,train
961,Leopoldo,1789.8,30.96,Media,En riesgo,train
962,Marina,3611.03,17.48,Baja,En observacion,val
963,Paz,2358.72,22.92,Media,En observacion,train
964,Tadeo,2862.53,22.78,Baja,En observacion,train
965,José Antonio,2510.43,22.6,Media,En observacion,train
966,Perlita,2744.85,19.41,Media,Saludable,test
967,Ceferino,4016.66,19.07,Media,Saludable,train
968,Adoración,2539.93,23.91,Media,En observacion,val
969,Alejo,3482.42,21.52,Media,Saludable,val
970,Maribel,3166.18,21.81,Media,Saludable,test
971,Calista,3822.85,18.57,Baja,En observacion,val
972,Baldomero,4778.9,19.65,Media,Saludable,train
973,Pancho,4064.0,18.98,Media,Saludable,test
974,Jacobo,2252.29,24.86,Media,En observacion,train
975,Florentina,1609.14,29.5,Baja,En riesgo,test
976,Bruno,2417.92,24.41,Media,En observacion,train
977,Mercedes,3582.77,17.88,Baja,En observacion,train
978,Florinda,1679.99,26.03,Baja,En riesgo,train
979,Apolinar,3237.28,22.5,Media,En observacion,val
980,Marisela,3588.95,21.21,Media,Saludable,train
981,Américo,2669.85,23.38,Media,En observacion,val
982,Jose Miguel,4198.19,20.24,Baja,En observacion,train
983,Heraclio,1873.09,25.73,Media,En observacion,train
984,Primitiva,1762.98,28.92,Baja,En riesgo,train
985,Alex,4048.66,18.95,Media,Saludable,val
986,Ester,3234.22,22.42,Media,En observacion,test
987,Ezequiel,3909.41,18.35,Media,Saludable,train
988,Jorge,3021.9,18.94,Media,Saludable,val
989,Edmundo,2362.41,23.15,Media,En observacion,train
990,Ainara,4366.86,18.52,Media,Saludable,train
991,Haydée,4297.96,17.94,Media,Saludable,train
992,Darío,3931.44,18.71,Media,Saludable,train
993,Cintia,2452.51,20.62,Media,Saludable,val
994,Isaías,3565.81,20.14,Media,Saludable,train
995,Adela,2763.41,21.63,Media,Saludable,test
996,Juana,1820.54,29.47,Baja,En riesgo,val
997,José María,4710.6,17.54,Media,Saludable,train
998,María Fernanda,1978.87,24.41,Media,En observacion,train
999,Rafa,4825.83,17.62,Baja,En observacion,test
1000,Florencio,3061.02,21.33,Baja,En observacion,val
1001,Eloísa,2147.97,26.19,Media,En riesgo,val
1002,Elvira,3396.65,22.62,Baja,En observacion,train
1003,Mariana,4555.31,16.63,Media,Saludable,train
1004,Lina,4062.79,19.07,Media,Saludable,val
1005,Darío,4322.96,19.09,Baja,En observacion,test
1006,Mayte,3805.74,19.47,Baja,En observacion,val
1007,Olivia,3922.97,18.09,Media,Saludable,val
1008,Fernando,4472.18,17.98,Media,Saludable,train
1009,María,2373.84,24.25,Media,En observacion,train
1010,Cándido,3212.99,19.66,Media,Saludable,train
1011,Cristina,2274.23,25.21,Media,En observacion,train
1012,Amancio,4956.84,17.73,Baja,En observacion,train
1013,Úrsula,4804.21,16.13,Media,Saludable,val
1014,Mateo,1637.99,29.01,Media,En riesgo,train
1015,Coral,3969.51,17.98,Media,Saludable,train
1016,Inés,4738.37,16.46,Media,Saludable,train
1017,Vilma,2132.01,26.77,Baja,En riesgo,train
1018,Remigio,3487.81,20.82,Baja,En observacion,train
1019,Régulo,4704.21,17.17,Media,Saludable,test
1020,Ligia,1618.81,28.14,Media,En riesgo,test
1021,Heliodoro,3940.97,17.58,Media,Saludable,val
1022,Carlos,2540.72,23.64,Media,En observacion,val
1023,Dora,4735.39,18.13,Baja,En observacion,test
1024,Jessica,4898.7,18.71,Media,Saludable,train
1025,Paulina,4804.93,19.16,Media,Saludable,train
1026,Eulalia,3159.75,17.51,Media,Saludable,train
1027,Jose Carlos,4517.15,17.51,Media,Saludable,val
1028,Cristian,4455.92,16.46,Baja,En observacion,train
1029,Josefina,2616.85,23.86,Media,En observacion,train
1030,María Teresa,4401.2,18.78,Media,Saludable,train
1031,Marcial,1629.53,27.82,Baja,En riesgo,train
1032,Remedios,3586.94,18.43,Media,Saludable,val
1033,Isaura,2305.03,26.43,Media,En riesgo,val
1034,Eli,1921.98,28.37,Media,En riesgo,val
1035,Noa,1769.34,29.43,Media,En riesgo,test
1036,Dionisio,3937.01,20.08,Media,Saludable,val
1037,Natividad,2689.56,22.47,Baja,En observacion,test
1038,Clarisa,4036.68,20.56,Media,Saludable,val
1039,Micaela,1728.75,29.45,Media,En riesgo,test
1040,Ariel,2603.52,23.79,Media,En observacion,test
