id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero
561,Eustaquio,3964.28,20.83,Baja,En observacion
562,Caridad,2245.37,23.9,Baja,En observacion
563,Andrés Felipe,1977.3,27.13,Media,En riesgo
564,Perlita,1550.91,30.49,Media,En riesgo
565,Rafael,2727.06,24.22,Baja,En observacion
566,Dafne,3564.71,21.37,Baja,En observacion
567,Carmina,2872.85,23.11,Media,En observacion
568,Eusebio,3031.16,23.42,Media,En observacion
569,Tito,4664.56,18.72,Media,Saludable
570,Edu,2718.89,21.88,Baja,En observacion
571,Ariel,3298.96,21.85,Media,Saludable
572,Mario,4242.79,18.78,Media,Saludable
573,Pánfilo,2887.9,21.82,Media,Saludable
574,Trini,3677.3,19.98,Baja,En observacion
575,Natividad,4518.27,19.13,Media,Saludable
576,Rosalinda,4823.32,18.93,Baja,En observacion
577,Aníbal,2014.76,26.49,Media,En riesgo
578,Trini,4743.06,17.51,Media,Saludable
579,Pepito,3222.41,21.1,Media,Saludable
580,Humberto,2403.86,25.6,Media,En observacion
581,Isabel,3106.98,22.23,Media,En observacion
582,Josep,4930.11,18.2,Media,Saludable
583,Griselda,3224.16,22.15,Media,En observacion
584,Cristian,2650.63,21.7,Media,Saludable
585,Paulino,3716.9,22.08,Media,En observacion
586,Melisa,2340.51,25.36,Media,En observacion
587,Charo,1765.52,30.3,Media,En riesgo
588,Soledad,1951.08,28.48,Media,En riesgo
589,Sandra,1948.16,29.56,Baja,En riesgo
590,Santos,2031.66,26.86,Media,En riesgo
591,Estela,1985.9,28.85,Media,En riesgo
592,Maribel,3743.06,20.26,Media,Saludable
593,Fabián,2136.58,26.06,Baja,En riesgo
594,Ángela,2709.84,24.22,Baja,En observacion
595,Jordi,4638.76,20.45,Baja,En observacion
596,Rosaura,3158.87,21.74,Baja,En observacion
597,Fermín,3836.45,21.61,Baja,En observacion
598,Nereida,2103.12,25.72,Media,En observacion
599,Obdulia,2173.01,28.18,Media,En riesgo
600,Galo,1643.04,31.29,Baja,En riesgo
601,Socorro,2091.27,29.29,Media,En riesgo
602,Seve,2475.07,23.55,Baja,En observacion
603,Amador,2119.54,26.03,Media,En riesgo
604,Gastón,1810.46,29.16,Baja,En riesgo
605,Maite,1922.23,28.52,Media,En riesgo
606,Ámbar,3112.73,20.05,Baja,En observacion
607,Nazaret,2222.17,25.23,Media,En observacion
608,Micaela,2774.94,23.32,Media,En observacion
609,Sergio,3261.96,21.38,Baja,En observacion
610,Nidia,3916.38,21.22,Media,Saludable
611,Haydée,1637.59,30.99,Media,En riesgo
612,Rosario,4297.94,18.97,Media,Saludable
613,Macaria,3697.65,19.47,Baja,En observacion
614,Obdulia,1786.16,30.28,Media,En riesgo
615,Jose Ramón,4557.53,18.6,Media,Saludable
616,Juanito,4723.05,19.31,Baja,En observacion
617,Feliciano,1713.77,29.61,Baja,En riesgo
618,Mirta,2469.07,23.47,Media,En observacion
619,Judith,4321.7,19.69,Media,Saludable
620,Cándido,4118.91,20.76,Media,Saludable
621,Roberto,2145.82,25.62,Media,En observacion
622,Salud,2232.72,25.46,Baja,En observacion
623,Antonio,2796.65,21.3,Media,Saludable
624,Rosa María,3195.83,21.86,Media,Saludable
625,Adoración,3663.89,20.65,Media,Saludable
626,Iván,2791.2,21.57,Media,Saludable
627,Heraclio,3118.87,21.7,Media,Saludable
628,Olga,4116.15,19.26,Media,Saludable
629,Zaida,1628.39,30.45,Media,En riesgo
630,Édgar,2383.53,25.12,Media,En observacion
631,Pancho,3996.72,20.65,Media,Saludable
632,Marcos,4633.22,19.5,Baja,En observacion
633,Otilia,3290.87,20.97,Media,Saludable
634,Natalia,3362.4,19.42,Baja,En observacion
635,Salomé,1875.1,29.44,Baja,En riesgo
636,Javier,3065.94,22.85,Baja,En observacion
637,Jacinto,3364.16,20.47,Baja,En observacion
638,Amado,2348.65,26.25,Baja,En riesgo
639,Georgina,2442.35,25.1,Media,En observacion
640,Guadalupe,2820.49,19.97,Baja,En observacion
641,Sabas,1570.25,28.6,Baja,En riesgo
642,Nando,2627.28,24.23,Media,En observacion
643,León,2240.07,25.46,Media,En observacion
644,Rosaura,2646.24,23.28,Baja,En observacion
645,Buenaventura,1919.17,28.23,Media,En riesgo
646,María Teresa,4616.85,17.64,Media,Saludable
647,León,3577.57,20.52,Media,Saludable
648,Pascual,3876.86,18.22,Media,Saludable
649,Felipa,4262.1,17.97,Media,Saludable
650,Araceli,3244.55,21.83,Baja,En observacion
651,Salomón,1804.22,29.79,Baja,En riesgo
652,Iris,3379.87,22.59,Media,En observacion
653,Pía,3553.94,21.25,Media,Saludable
654,Brunilda,4109.04,20.14,Media,Saludable
655,Natanael,3010.81,22.92,Media,En observacion
656,Amaro,1946.53,28.56,Media,En riesgo
657,David,2493.22,23.51,Media,En observacion
658,Saturnina,2770.79,22.26,Media,En observacion
659,Juan Carlos,3760.71,22.62,Baja,En observacion
660,Gaspar,3497.72,20.85,Baja,En observacion
661,Custodia,2746.34,24.46,Media,En observacion
662,Juan Manuel,4952.8,18.54,Media,Saludable
663,Antonio,3620.21,21.72,Baja,En observacion
664,César,2330.29,25.59,Baja,En observacion
665,Débora,1856.24,29.45,Media,En riesgo
666,Toño,2035.01,28.53,Media,En riesgo
667,Onofre,2360.85,25.59,Baja,En observacion
668,Luisina,2062.38,26.57,Baja,En riesgo
669,Miriam,2152.98,27.93,Baja,En riesgo
670,Mauricio,2497.83,25.01,Media,En observacion
671,Tristán,2106.81,26.31,Media,En riesgo
672,Eloísa,4638.68,19.45,Media,Saludable
673,Ariadna,1780.82,30.29,Baja,En riesgo
674,David,3335.79,21.61,Media,Saludable
675,Rogelio,2936.39,21.16,Media,Saludable
676,Trinidad,4938.33,18.93,Media,Saludable
677,Corona,1892.14,28.95,Baja,En riesgo
678,Goyo,2892.49,23.42,Baja,En observacion
679,José Manuel,4893.15,17.01,Media,Saludable
680,Arsenio,4529.27,19.07,Media,Saludable
681,Leandra,4359.75,20.03,Media,Saludable
682,Tristán,2402.66,24.67,Media,En observacion
683,Abel,2098.11,27.72,Media,En riesgo
684,Aurora,3840.25,19.71,Baja,En observacion
685,Ángela,4752.82,18.95,Media,Saludable
686,Noelia,3448.67,19.65,Media,Saludable
687,Bárbara,3500.64,19.2,Baja,En observacion
688,Jacinta,2479.93,23.77,Media,En observacion
689,Loida,4193.23,17.74,Media,Saludable
690,Manuela,2154.65,27.05,Media,En riesgo
691,Maite,2632.88,22.61,Media,En observacion
692,Herminia,2989.03,21.93,Baja,En observacion
693,Haroldo,3276.64,21.47,Media,Saludable
694,Prudencio,2348.43,24.3,Baja,En observacion
695,Tomás,1901.93,28.11,Media,En riesgo
696,Buenaventura,3637.17,20.04,Media,Saludable
697,Graciana,2510.21,24.52,Media,En observacion
698,Zoraida,3534.33,20.8,Media,Saludable
699,Natalio,2040.27,26.68,Baja,En riesgo
700,Estrella,3183.99,21.68,Media,Saludable
701,Mauricio,3364.06,22.62,Media,En observacion
702,Gracia,1681.38,29.57,Media,En riesgo
703,Regina,2678.11,24.09,Media,En observacion
704,Edelmiro,1970.45,28.34,Media,En riesgo
705,Lola,1721.81,29.84,Baja,En riesgo
706,Trinidad,4964.86,19.32,Media,Saludable
707,Marcelo,2628.24,23.96,Media,En observacion
708,Anunciación,4334.56,18.92,Media,Saludable
709,Martin,2391.24,24.59,Media,En observacion
710,Griselda,3885.26,18.35,Media,Saludable
711,Sebastian,4160.8,17.04,Media,Saludable
712,Nacho,3584.74,20.42,Baja,En observacion
713,Samuel,3150.52,20.74,Baja,En observacion
714,Josefina,2941.44,21.2,Media,Saludable
715,Manolo,2721.04,22.09,Baja,En observacion
716,Casandra,4753.35,18.99,Media,Saludable
717,Edu,4407.17,19.85,Media,Saludable
718,Gregorio,4877.59,18.73,Baja,En observacion
719,Sosimo,1935.04,28.24,Media,En riesgo
720,Graciana,4058.04,19.32,Media,Saludable
721,Reynaldo,4784.19,18.41,Media,Saludable
722,Inés,2134.32,24.38,Media,En observacion
723,Marianela,1732.74,30.68,Baja,En riesgo
724,Vanesa,4093.92,21.95,Baja,En observacion
725,Félix,3510.66,20.41,Media,Saludable
726,Encarnación,4446.4,19.66,Baja,En observacion
727,Cloe,1989.2,26.85,Media,En riesgo
728,Marcial,4283.44,19.1,Baja,En observacion
729,Santiago,2205.7,25.09,Baja,En observacion
730,Carlota,2072.8,27.5,Baja,En riesgo
731,Perla,2074.93,27.81,Baja,En riesgo
732,Aarón,4351.01,19.49,Media,Saludable
733,Marco,3828.19,20.66,Media,Saludable
734,Luciano,3330.73,19.53,Baja,En observacion
735,Humberto,2755.91,22.22,Baja,En observacion
736,Tito,4570.2,19.56,Baja,En observacion
737,Mireia,2873.56,21.06,Media,Saludable
738,Cruz,4358.1,17.96,Media,Saludable
739,Elvira,3036.97,22.46,Media,En observacion
740,Fátima,2819.31,23.07,Baja,En observacion
741,Modesto,3119.38,21.83,Media,Saludable
742,Adela,2554.82,22.71,Media,En observacion
743,Vasco,4116.63,18.1,Media,Saludable
744,Vasco,3259.52,21.95,Media,Saludable
745,Imelda,2312.74,27.44,Media,En riesgo
746,Ignacio,4648.51,19.31,Media,Saludable
747,Ariadna,2843.62,21.53,Media,Saludable
748,Ainara,3402.44,19.9,Baja,En observacion
749,Nadia,4672.65,18.41,Media,Saludable
750,Valentina,3684.83,19.53,Media,Saludable
751,Natividad,1909.14,28.48,Baja,En riesgo
752,Magdalena,4789.41,18.56,Baja,En observacion
753,Fortunato,3696.98,19.75,Baja,En observacion
754,Genoveva,2672.17,24.59,Media,En observacion
755,Cesar,1987.45,26.98,Media,En riesgo
756,Loreto,4279.09,19.55,Media,Saludable
757,Aránzazu,3670.25,19.79,Media,Saludable
758,Gracia,3367.11,21.59,Media,Saludable
759,Evita,4628.62,18.39,Media,Saludable
760,Estefanía,4260.09,20.95,Media,Saludable
761,Nico,2030.86,27.05,Baja,En riesgo
762,Ciro,2591.03,21.13,Media,Saludable
763,Olivia,2369.71,24.61,Media,En observacion
764,Maricruz,4103.81,20.62,Media,Saludable
765,Joel,1617.36,30.65,Media,En riesgo
766,Hortensia,3494.61,20.78,Media,Saludable
767,Martín,4168.61,18.25,Media,Saludable
768,Jafet,4568.68,18.15,Media,Saludable
769,Noelia,2697.29,25.31,Media,En observacion
770,Heliodoro,4374.4,18.68,Media,Saludable
771,Eugenio,1887.21,27.55,Baja,En riesgo
772,Amador,4462.58,19.72,Media,Saludable
773,Arturo,1946.21,26.69,Media,En riesgo
774,Jose Ignacio,2890.51,24.3,Baja,En observacion
775,Aitana,4290.53,19.66,Media,Saludable
776,Emiliana,2024.71,27.96,Media,En riesgo
777,Remedios,2302.38,26.53,Media,En riesgo
778,María Jesús,4027.88,19.79,Media,Saludable
779,Camilo,4020.13,18.25,Baja,En observacion
780,Xavier,3744.02,20.17,Baja,En observacion
781,Severino,3928.82,20.59,Media,Saludable
782,Soraya,3399.54,20.01,Media,Saludable
783,Eva,2381.3,24.72,Baja,En observacion
784,Coral,2709.94,23.56,Media,En observacion
785,Guiomar,2135.59,27.68,Media,En riesgo
786,Lina,4679.58,18.36,Baja,En observacion
787,Josefina,3541.87,20.11,Media,Saludable
788,Rodrigo,2902.98,21.76,Media,Saludable
789,Ana Belén,3117.02,23.86,Baja,En observacion
790,Salomón,4815.49,18.17,Media,Saludable
791,Jose Francisco,2036.73,25.58,Media,En observacion
792,Eusebio,3551.8,19.93,Baja,En observacion
793,Gabriela,3270.61,21.77,Media,Saludable
794,Javiera,3640.09,18.6,Baja,En observacion
795,Adelardo,1563.39,32.0,Baja,En riesgo
796,Teodora,4552.43,17.3,Media,Saludable
797,Maricela,4762.41,18.74,Baja,En observacion
798,Rosalinda,3477.97,20.6,Baja,En observacion
799,María Luisa,3938.28,20.47,Baja,En observacion
800,Sonia,4728.75,18.43,Baja,En observacion
801,Custodio,3975.34,20.4,Media,Saludable
802,Melania,2033.89,27.04,Baja,En riesgo
803,Teodoro,3517.01,22.42,Baja,En observacion
804,Isidoro,3623.5,22.51,Baja,En observacion
805,Gabriel,2984.46,21.62,Media,Saludable
806,Nilda,4077.55,19.83,Media,Saludable
807,Josefa,4770.28,19.63,Media,Saludable
808,Aura,4739.49,18.74,Media,Saludable
809,Abril,3077.94,21.98,Media,Saludable
810,Aureliano,1896.33,29.17,Media,En riesgo
811,Cecilia,4946.94,17.93,Media,Saludable
812,Josep,4436.14,20.07,Baja,En observacion
813,Yéssica,1936.32,30.18,Baja,En riesgo
814,Regina,4722.95,18.82,Media,Saludable
815,Domingo,4544.64,17.68,Baja,En observacion
816,Yago,3315.93,20.92,Baja,En observacion
817,Eliseo,3569.46,19.53,Media,Saludable
818,Nicolasa,2896.51,22.74,Media,En observacion
819,Abril,1691.67,29.59,Media,En riesgo
820,Guadalupe,2673.19,23.71,Baja,En observacion
821,Bernarda,4309.99,19.13,Media,Saludable
822,Celia,1516.21,32.48,Baja,En riesgo
823,Dulce,2667.25,22.98,Baja,En observacion
824,Maximiliano,2893.59,22.22,Media,En observacion
825,Marisol,3380.88,22.56,Media,En observacion
826,Tatiana,4719.49,18.01,Media,Saludable
827,Venceslás,2712.21,25.8,Baja,En observacion
828,Emperatriz,2714.34,24.55,Media,En observacion
829,Ofelia,4081.25,20.32,Media,Saludable
830,Loida,3082.76,21.3,Media,Saludable
831,Tecla,2286.12,25.66,Baja,En observacion
832,Anna,3083.54,20.86,Baja,En observacion
833,Teodosio,1993.0,28.5,Baja,En riesgo
834,Paulina,2117.35,27.91,Media,En riesgo
835,Victoria,3244.29,21.85,Media,Saludable
836,Carlota,2966.24,21.96,Baja,En observacion
837,Victor Manuel,4701.96,19.22,Baja,En observacion
838,Teófila,2768.38,23.82,Media,En observacion
839,Federico,3532.06,22.7,Media,En observacion
840,Mar,3712.93,19.7,Media,Saludable
841,Rosalva,1545.83,32.81,Media,En riesgo
842,Aitana,3822.38,20.54,Media,Saludable
843,Vinicio,2123.13,27.06,Baja,En riesgo
844,Juan Antonio,4863.75,19.23,Media,Saludable
845,Maricruz,2020.32,26.06,Media,En riesgo
846,Jose Miguel,2951.18,23.1,Media,En observacion
847,Priscila,1798.72,27.89,Baja,En riesgo
848,Febe,4989.06,16.09,Baja,En observacion
849,Leonel,3257.68,22.41,Media,En observacion
850,María Dolores,3583.85,20.42,Baja,En observacion
851,Mayte,1734.77,30.81,Media,En riesgo
852,Azahar,4124.86,19.44,Media,Saludable
853,Amada,2234.67,27.02,Media,En riesgo
854,Eugenia,4643.19,18.8,Media,Saludable
855,Jorge,2217.99,27.84,Media,En riesgo
856,Leonardo,2167.41,27.07,Baja,En riesgo
857,Valerio,1627.92,31.42,Baja,En riesgo
858,Casemiro,3152.23,21.7,Media,Saludable
859,Leyre,3476.94,20.71,Media,Saludable
860,Lucho,1729.98,29.07,Baja,En riesgo
861,Joel,4214.35,22.16,Media,En observacion
862,Lalo,3086.51,22.44,Media,En observacion
863,Nico,3335.37,20.48,Media,Saludable
864,Miguel,3042.67,22.04,Media,En observacion
865,Teodora,2902.67,23.51,Media,En observacion
866,Calixta,3458.74,20.99,Baja,En observacion
867,Cecilio,2043.34,27.31,Baja,En riesgo
868,Emiliano,2136.75,25.06,Media,En observacion
869,Eutropio,4516.25,19.69,Media,Saludable
870,Jerónimo,4811.4,17.51,Media,Saludable
871,Rodolfo,2806.58,24.58,Media,En observacion
872,Joaquina,2447.61,24.75,Media,En observacion
873,Ezequiel,3754.0,21.75,Media,Saludable
874,Lara,2930.57,23.39,Media,En observacion
875,Iker,1588.85,29.52,Media,En riesgo
876,Bernardo,2046.53,27.82,Media,En riesgo
877,Severino,4005.9,20.14,Media,Saludable
878,Saturnino,3806.23,20.07,Media,Saludable
879,Natalio,1594.84,29.71,Media,En riesgo
880,Candela,2276.9,25.63,Media,En observacion
881,Adelaida,2308.76,24.14,Media,En observacion
882,Severo,3851.62,18.68,Media,Saludable
883,Bernabé,1568.99,32.68,Media,En riesgo
884,Hilario,1864.38,29.24,Media,En riesgo
885,Pepita,4299.71,19.82,Media,Saludable
886,Sosimo,2124.91,26.97,Media,En riesgo
887,Roque,3784.61,19.94,Baja,En observacion
888,Verónica,2333.64,26.6,Media,En riesgo
889,María Luisa,1848.04,26.43,Media,En riesgo
890,Daniela,2351.1,26.42,Media,En riesgo
891,Josefa,4027.93,19.0,Media,Saludable
892,Alex,4494.94,18.79,Media,Saludable
893,Rocío,4405.77,18.41,Media,Saludable
894,Silvia,2890.14,21.79,Baja,En observacion
895,María Del Carmen,3838.3,19.33,Media,Saludable
896,Coral,2217.45,26.01,Media,En riesgo
897,Ricardo,2526.02,24.88,Baja,En observacion
898,Albina,4637.18,18.77,Baja,En observacion
899,Adolfo,1545.51,33.01,Media,En riesgo
900,Pastor,1799.28,29.11,Media,En riesgo
901,Marc,2227.6,26.23,Media,En riesgo
902,Marisa,1592.86,29.88,Media,En riesgo
903,Rosario,2135.02,25.85,Baja,En observacion
904,Reyna,3540.65,21.37,Media,Saludable
905,Tecla,2974.99,21.05,Media,Saludable
906,Petrona,4624.35,18.74,Media,Saludable
907,Simón,4361.05,18.19,Media,Saludable
908,Bárbara,2696.36,24.22,Media,En observacion
909,Mariana,2407.98,22.78,Baja,En observacion
910,Macaria,2828.92,23.55,Baja,En observacion
911,Carina,3566.03,20.19,Baja,En observacion
912,Nereida,2438.22,25.88,Media,En observacion
913,Elisa,3684.52,19.89,Baja,En observacion
914,Tomasa,2932.94,23.69,Baja,En observacion
915,Isidro,3432.17,21.84,Baja,En observacion
916,Amarilis,3026.44,23.79,Media,En observacion
917,Isidoro,2530.63,25.56,Media,En observacion
918,Leandro,4819.59,18.7,Baja,En observacion
919,Tristán,4172.62,19.54,Media,Saludable
920,Amalia,1990.4,25.95,Baja,En observacion
921,Ambrosio,4539.64,18.91,Media,Saludable
922,Roque,3206.01,20.13,Media,Saludable
923,Nicodemo,4630.93,18.07,Media,Saludable
924,Guiomar,4299.49,19.25,Media,Saludable
925,Iris,2988.25,22.88,Media,En observacion
926,Nazaret,1578.64,31.9,Baja,En riesgo
927,Sandalio,2440.37,25.13,Media,En observacion
928,Lourdes,3395.72,18.46,Baja,En observacion
929,Fito,3717.17,21.11,Baja,En observacion
930,Priscila,2402.61,24.76,Media,En observacion
931,Adelia,1987.75,26.57,Media,En riesgo
932,Zaira,4422.26,20.54,Baja,En observacion
933,Edu,4945.41,19.0,Baja,En observacion
934,Esther,3339.92,21.44,Media,Saludable
935,Bibiana,2100.88,26.0,Media,En observacion
936,Amando,2453.08,24.36,Media,En observacion
937,Victoria,1564.37,30.16,Media,En riesgo
938,Rufino,4700.05,18.38,Baja,En observacion
939,Dora,1912.13,28.94,Media,En riesgo
940,Cintia,3517.81,21.12,Media,Saludable
941,Gloria,2459.19,25.26,Baja,En observacion
942,Amando,3439.62,22.44,Media,En observacion
943,Celso,3779.97,18.91,Media,Saludable
944,Fernanda,4404.1,19.09,Baja,En observacion
945,Tiburcio,2222.47,25.91,Baja,En observacion
946,Elpidio,1538.49,30.73,Baja,En riesgo
947,Roxana,1979.1,27.24,Media,En riesgo
948,Íñigo,4650.07,18.55,Media,Saludable
949,Germán,4558.62,18.82,Media,Saludable
950,Aureliano,3590.95,20.05,Baja,En observacion
951,Juan Bautista,3601.81,21.89,Media,Saludable
952,Reynaldo,3827.63,18.88,Media,Saludable
953,Nacio,2113.8,24.14,Baja,En observacion
954,Héctor,4700.44,18.97,Media,Saludable
955,Wálter,2965.7,21.95,Baja,En observacion
956,Nacho,2840.98,21.74,Baja,En observacion
957,Nicolás,3316.21,21.05,Baja,En observacion
958,María,1664.38,31.17,Baja,En riesgo
959,Serafina,2081.99,27.31,Baja,En riesgo
960,Reynaldo,4083.12,18.01,Media,Saludable
961,Leopoldo,1789.8,28.53,Media,En riesgo
962,Marina,3611.03,21.24,Baja,En observacion
963,Paz,2358.72,26.11,Media,En riesgo
964,Tadeo,2862.53,22.26,Baja,En observacion
965,José Antonio,2510.43,24.77,Media,En observacion
966,Perlita,2744.85,23.92,Media,En observacion
967,Ceferino,4016.66,20.45,Media,Saludable
968,Adoración,2539.93,23.75,Media,En observacion
969,Alejo,3482.42,20.74,Media,Saludable
970,Maribel,3166.18,20.78,Media,Saludable
971,Calista,3822.85,21.97,Baja,En observacion
972,Baldomero,4778.9,17.87,Media,Saludable
973,Pancho,4064.0,17.67,Media,Saludable
974,Jacobo,2252.29,25.17,Media,En observacion
975,Florentina,1609.14,31.2,Baja,En riesgo
976,Bruno,2417.92,25.09,Media,En observacion
977,Mercedes,3582.77,21.31,Baja,En observacion
978,Florinda,1679.99,33.25,Baja,En riesgo
979,Apolinar,3237.28,20.86,Media,Saludable
980,Marisela,3588.95,21.04,Media,Saludable
981,Américo,2669.85,23.29,Media,En observacion
982,Jose Miguel,4198.19,19.87,Baja,En observacion
983,Heraclio,1873.09,27.66,Media,En riesgo
984,Primitiva,1762.98,30.82,Baja,En riesgo
985,Alex,4048.66,19.51,Media,Saludable
986,Ester,3234.22,19.31,Media,Saludable
987,Ezequiel,3909.41,20.67,Media,Saludable
988,Jorge,3021.9,20.53,Media,Saludable
989,Edmundo,2362.41,23.56,Media,En observacion
990,Ainara,4366.86,19.62,Baja,En observacion
991,Haydée,4297.96,18.68,Media,Saludable
992,Darío,3931.44,19.77,Media,Saludable
993,Cintia,2452.51,22.65,Media,En observacion
994,Isaías,3565.81,21.21,Media,Saludable
995,Adela,2763.41,22.04,Media,En observacion
996,Juana,1820.54,28.61,Baja,En riesgo
997,José María,4710.6,18.57,Media,Saludable
998,María Fernanda,1978.87,28.14,Media,En riesgo
999,Rafa,4825.83,17.99,Baja,En observacion
1000,Florencio,3061.02,21.17,Baja,En observacion
1001,Eloísa,2147.97,27.22,Media,En riesgo
1002,Elvira,3396.65,20.4,Baja,En observacion
1003,Mariana,4555.31,18.12,Media,Saludable
1004,Lina,4062.79,19.49,Media,Saludable
1005,Darío,4322.96,18.9,Baja,En observacion
1006,Mayte,3805.74,19.66,Baja,En observacion
1007,Olivia,3922.97,21.35,Baja,En observacion
1008,Fernando,4472.18,20.33,Media,Saludable
1009,María,2373.84,24.3,Media,En observacion
1010,Cándido,3212.99,22.91,Baja,En observacion
1011,Cristina,2274.23,25.61,Media,En observacion
1012,Amancio,4956.84,18.37,Baja,En observacion
1013,Úrsula,4804.21,18.62,Baja,En observacion
1014,Mateo,1637.99,30.13,Media,En riesgo
1015,Coral,3969.51,20.75,Media,Saludable
1016,Inés,4738.37,18.57,Media,Saludable
1017,Vilma,2132.01,26.15,Media,En riesgo
1018,Remigio,3487.81,21.56,Baja,En observacion
1019,Régulo,4704.21,16.67,Baja,En observacion
1020,Ligia,1618.81,30.71,Media,En riesgo
1021,Heliodoro,3940.97,19.03,Media,Saludable
1022,Carlos,2540.72,24.45,Media,En observacion
1023,Dora,4735.39,18.87,Baja,En observacion
1024,Jessica,4898.7,17.22,Media,Saludable
1025,Paulina,4804.93,17.57,Media,Saludable
1026,Eulalia,3159.75,20.29,Media,Saludable
1027,Jose Carlos,4517.15,18.96,Media,Saludable
1028,Cristian,4455.92,19.83,Media,Saludable
1029,Josefina,2616.85,23.59,Media,En observacion
1030,María Teresa,4401.2,18.68,Media,Saludable
1031,Marcial,1629.53,30.33,Baja,En riesgo
1032,Remedios,3586.94,20.27,Media,Saludable
1033,Isaura,2305.03,26.79,Media,En riesgo
1034,Eli,1921.98,28.64,Media,En riesgo
1035,Noa,1769.34,29.67,Media,En riesgo
1036,Dionisio,3937.01,19.8,Media,Saludable
1037,Natividad,2689.56,21.86,Media,Saludable
1038,Clarisa,4036.68,20.92,Media,Saludable
1039,Micaela,1728.75,29.29,Media,En riesgo
1040,Ariel,2603.52,25.99,Media,En observacion
1041,Ovidio,3388.22,19.73,Media,Saludable
1042,Berta,4267.53,18.98,Media,Saludable
1043,Tiburcio,2615.63,26.43,Media,En riesgo
1044,Gisela,3690.62,19.6,Media,Saludable
1045,Raimundo,4600.92,18.93,Media,Saludable
1046,Bruno,3655.52,20.03,Media,Saludable
1047,Antonia,2315.36,23.76,Media,En observacion
1048,Flora,1585.4,28.63,Baja,En riesgo
1049,Néstor,4545.35,17.5,Media,Saludable
1050,Albano,1574.44,30.25,Media,En riesgo
1051,Reina,4561.46,19.72,Media,Saludable
1052,Sosimo,3351.28,22.5,Baja,En observacion
1053,Pacífica,4786.74,19.16,Media,Saludable
1054,Amelia,4295.74,20.71,Media,Saludable
1055,Curro,4992.77,18.1,Baja,En observacion
1056,Toribio,2727.49,23.47,Media,En observacion
1057,Porfirio,4185.16,18.9,Baja,En observacion
1058,Fabiola,2906.76,22.14,Media,En observacion
1059,Tatiana,3179.56,21.09,Baja,En observacion
1060,Patricia,3696.27,20.42,Baja,En observacion
1061,Ángel,4557.87,19.92,Media,Saludable
1062,Laura,4944.29,17.64,Baja,En observacion
1063,Ezequiel,4188.96,18.83,Baja,En observacion
1064,Trinidad,2962.18,23.14,Baja,En observacion
1065,Gabriel,2974.75,22.89,Baja,En observacion
1066,Macarena,4081.54,20.5,Media,Saludable
1067,Azahara,2335.72,24.91,Baja,En observacion
1068,Florina,1886.66,29.02,Media,En riesgo
1069,Julián,2741.18,22.75,Media,En observacion
1070,Encarnación,2505.34,22.99,Media,En observacion
1071,Nuria,2537.08,23.24,Baja,En observacion
1072,Zaira,2317.63,25.37,Baja,En observacion
1073,Bárbara,1647.33,31.03,Media,En riesgo
1074,Matilde,1562.56,32.92,Media,En riesgo
1075,Alondra,4957.03,19.57,Media,Saludable
1076,Adela,2997.21,23.18,Media,En observacion
1077,Tristán,2845.14,21.39,Media,Saludable
1078,Paola,3878.77,20.43,Baja,En observacion
1079,Lupe,2263.89,27.47,Media,En riesgo
1080,Dora,4824.86,18.81,Baja,En observacion
1081,Julio,4252.21,18.92,Media,Saludable
1082,Mohamed,1812.94,30.99,Media,En riesgo
1083,Reyes,2961.53,22.87,Media,En observacion
1084,Jose Luis,4576.91,18.13,Media,Saludable
1085,Paulina,4806.56,17.57,Baja,En observacion
1086,Chema,3135.91,22.15,Baja,En observacion
1087,León,3646.94,20.38,Baja,En observacion
1088,Socorro,2084.62,25.05,Baja,En observacion
1089,Virgilio,4969.09,19.01,Media,Saludable
1090,Jose Francisco,2310.85,25.29,Baja,En observacion
1091,Maricela,4799.56,18.53,Baja,En observacion
1092,Abril,3773.76,20.74,Media,Saludable
1093,Clotilde,3627.08,20.74,Baja,En observacion
1094,Emilia,3294.41,21.29,Baja,En observacion
1095,Guiomar,2307.34,25.43,Media,En observacion
1096,Reynaldo,2117.85,26.45,Media,En riesgo
1097,Nicodemo,2271.7,25.89,Media,En observacion
1098,Ambrosio,2152.53,24.72,Media,En observacion
1099,Ana Belén,4228.55,19.63,Media,Saludable
1100,Renata,2725.44,22.82,Media,En observacion
1101,Moreno,1702.45,30.92,Media,En riesgo
1102,Germán,4891.86,17.07,Media,Saludable
1103,Amarilis,4593.25,18.19,Media,Saludable
1104,Ibán,4747.13,19.07,Media,Saludable
1105,Pedro,4982.18,17.87,Media,Saludable
1106,Nayara,2108.63,25.94,Baja,En observacion
1107,Juan,2886.85,21.88,Media,Saludable
1108,Noé,4153.83,20.55,Baja,En observacion
1109,Lino,3936.07,19.59,Media,Saludable
1110,Silvia,2038.64,27.51,Media,En riesgo
1111,Débora,4355.42,19.56,Media,Saludable
1112,Judith,2285.54,22.99,Media,En observacion
1113,Silvia,2283.36,25.98,Media,En observacion
1114,Leoncio,3379.41,20.03,Media,Saludable
1115,Cayetana,3575.29,18.76,Media,Saludable
1116,Agustín,3530.3,23.0,Media,En observacion
1117,Asunción,1820.2,28.28,Media,En riesgo
1118,Graciano,4571.11,17.56,Media,Saludable
1119,Che,2429.6,24.32,Baja,En observacion
