id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero,split
520,Elodia,2026.46,26.74,Media,En riesgo,train
521,Humberto,3579.46,19.99,Media,Saludable,test
522,Liliana,2833.12,23.18,Media,En observacion,train
523,Olegario,4894.7,18.4,Media,Saludable,train
524,Herminio,4447.42,17.82,Baja,En observacion,train
525,Jacinta,4434.15,17.55,Baja,En observacion,train
526,Fabiana,3140.43,21.19,Baja,En observacion,train
527,Reyna,2951.87,19.36,Media,Saludable,val
528,Juan Luis,2456.92,25.25,Baja,En observacion,train
529,Anselma,1697.31,28.77,Media,En riesgo,train
530,Amaya,4526.53,17.75,Media,Saludable,train
531,José,4345.15,18.33,Media,Saludable,val
532,Vicenta,4999.01,19.35,Media,Saludable,val
533,Vilma,4988.23,16.89,Media,Saludable,val
534,Raquel,3444.01,20.42,Media,Saludable,test
535,Aurelio,4191.46,20.7,Baja,En observacion,train
536,Cirino,4806.68,17.49,Baja,En observacion,train
537,Fabiana,4473.77,19.03,Media,Saludable,train
538,Teo,2365.72,24.76,Media,En observacion,train
539,Paula,3076.9,22.44,Baja,En observacion,train
540,Leonel,1952.06,26.31,Media,En riesgo,train
541,Arsenio,4839.18,18.85,Media,Saludable,train
542,Abraham,3621.61,21.57,Media,Saludable,train
543,Nazario,2300.25,25.42,Baja,En observacion,train
544,María Manuela,3850.95,19.9,Media,Saludable,train
545,Eladio,3663.45,20.11,Media,Saludable,test
546,Febe,2753.57,24.33,Media,En observacion,train
547,Juan Francisco,1897.45,28.65,Baja,En riesgo,val
548,Felix,3850.51,18.83,Baja,En observacion,train
549,Manuela,3321.08,22.34,Baja,En observacion,train
550,Vasco,4203.11,17.39,Media,Saludable,train
551,Carmen,3320.57,23.54,Baja,En observacion,train
552,Julieta,4482.64,17.8,Baja,En observacion,test
553,Teófilo,3431.67,20.77,Media,Saludable,train
554,Chelo,3463.28,19.6,Baja,En observacion,test
555,Agapito,4568.29,17.15,Media,Saludable,test
556,Dani,2912.19,22.58,Media,En observacion,train
557,Carlos,1969.05,24.99,Media,En observacion,test
558,Sol,1600.74,32.27,Media,En riesgo,train
559,Jessica,4142.98,19.21,Media,Saludable,train
560,Vera,3671.08,19.18,Media,Saludable,val
561,Eustaquio,3964.28,19.15,Media,Saludable,train
562,Caridad,2245.37,24.61,Baja,En observacion,train
563,Andrés Felipe,1977.3,28.53,Media,En riesgo,val
564,Perlita,1550.91,29.98,Media,En riesgo,val
565,Rafael,2727.06,23.52,Baja,En observacion,train
566,Dafne,3564.71,17.14,Baja,En observacion,train
567,Carmina,2872.85,22.3,Media,En observacion,test
568,Eusebio,3031.16,22.82,Media,En observacion,train
569,Tito,4664.56,17.71,Media,Saludable,train
570,Edu,2718.89,24.11,Media,En observacion,train
571,Ariel,3298.96,19.76,Media,Saludable,train
572,Mario,4242.79,18.73,Media,Saludable,test
573,Pánfilo,2887.9,23.51,Media,En observacion,train
574,Trini,3677.3,20.13,Baja,En observacion,train
575,Natividad,4518.27,16.42,Media,Saludable,train
576,Rosalinda,4823.32,19.19,Baja,En observacion,val
577,Aníbal,2014.76,28.6,Media,En riesgo,train
578,Trini,4743.06,17.37,Baja,En observacion,val
579,Pepito,3222.41,21.01,Media,Saludable,val
580,Humberto,2403.86,25.9,Media,En observacion,train
581,Isabel,3106.98,19.61,Baja,En observacion,train
582,Josep,4930.11,17.58,Media,Saludable,train
583,Griselda,3224.16,22.39,Media,En observacion,train
584,Cristian,2650.63,20.26,Media,Saludable,train
585,Paulino,3716.9,18.44,Media,Saludable,train
586,Melisa,2340.51,25.69,Media,En observacion,train
587,Charo,1765.52,27.73,Media,En riesgo,train
588,Soledad,1951.08,25.93,Media,En observacion,train
589,Sandra,1948.16,28.57,Baja,En riesgo,train
590,Santos,2031.66,29.54,Media,En riesgo,train
591,Estela,1985.9,27.31,Media,En riesgo,train
592,Maribel,3743.06,20.49,Media,Saludable,train
593,Fabián,2136.58,24.93,Baja,En observacion,test
594,Ángela,2709.84,23.46,Baja,En observacion,val
595,Jordi,4638.76,17.99,Media,Saludable,test
596,Rosaura,3158.87,22.23,Baja,En observacion,train
597,Fermín,3836.45,18.81,Baja,En observacion,train
598,Nereida,2103.12,24.33,Media,En observacion,val
599,Obdulia,2173.01,23.86,Media,En observacion,val
600,Galo,1643.04,31.25,Baja,En riesgo,train
601,Socorro,2091.27,28.06,Media,En riesgo,train
602,Seve,2475.07,20.82,Baja,En observacion,train
603,Amador,2119.54,24.1,Media,En observacion,train
604,Gastón,1810.46,29.93,Media,En riesgo,train
605,Maite,1922.23,26.9,Media,En riesgo,val
606,Ámbar,3112.73,21.48,Baja,En observacion,val
607,Nazaret,2222.17,26.73,Media,En riesgo,train
608,Micaela,2774.94,24.48,Media,En observacion,test
609,Sergio,3261.96,21.1,Baja,En observacion,train
610,Nidia,3916.38,18.74,Media,Saludable,train
611,Haydée,1637.59,28.46,Baja,En riesgo,test
612,Rosario,4297.94,18.54,Media,Saludable,train
613,Macaria,3697.65,19.85,Baja,En observacion,test
614,Obdulia,1786.16,28.38,Media,En riesgo,train
615,Jose Ramón,4557.53,16.63,Media,Saludable,train
616,Juanito,4723.05,17.37,Baja,En observacion,train
617,Feliciano,1713.77,28.06,Media,En riesgo,train
618,Mirta,2469.07,24.22,Media,En observacion,train
619,Judith,4321.7,18.74,Media,Saludable,train
620,Cándido,4118.91,18.17,Media,Saludable,train
621,Roberto,2145.82,23.58,Media,En observacion,train
622,Salud,2232.72,25.62,Media,En observacion,test
623,Antonio,2796.65,22.86,Media,En observacion,test
624,Rosa María,3195.83,20.52,Media,Saludable,train
625,Adoración,3663.89,18.78,Media,Saludable,val
626,Iván,2791.2,22.06,Media,En observacion,train
627,Heraclio,3118.87,21.12,Media,Saludable,train
628,Olga,4116.15,17.18,Media,Saludable,train
629,Zaida,1628.39,29.68,Media,En riesgo,train
630,Édgar,2383.53,26.99,Media,En riesgo,val
631,Pancho,3996.72,17.17,Media,Saludable,test
632,Marcos,4633.22,17.22,Baja,En observacion,train
633,Otilia,3290.87,19.53,Media,Saludable,train
634,Natalia,3362.4,21.65,Baja,En observacion,test
635,Salomé,1875.1,28.12,Baja,En riesgo,train
636,Javier,3065.94,21.02,Baja,En observacion,train
637,Jacinto,3364.16,17.15,Baja,En observacion,train
638,Amado,2348.65,24.86,Media,En observacion,test
639,Georgina,2442.35,22.29,Media,En observacion,val
640,Guadalupe,2820.49,20.35,Baja,En observacion,train
641,Sabas,1570.25,31.99,Baja,En riesgo,test
642,Nando,2627.28,23.85,Media,En observacion,val
643,León,2240.07,24.06,Media,En observacion,val
644,Rosaura,2646.24,23.96,Baja,En observacion,train
645,Buenaventura,1919.17,27.41,Media,En riesgo,train
646,María Teresa,4616.85,19.21,Media,Saludable,train
647,León,3577.57,19.63,Media,Saludable,test
648,Pascual,3876.86,18.05,Media,Saludable,train
649,Felipa,4262.1,19.14,Media,Saludable,train
650,Araceli,3244.55,20.61,Baja,En observacion,train
651,Salomón,1804.22,26.72,Baja,En riesgo,val
652,Iris,3379.87,22.22,Media,En observacion,val
653,Pía,3553.94,23.04,Media,En observacion,train
654,Brunilda,4109.04,21.46,Media,Saludable,train
655,Natanael,3010.81,23.99,Media,En observacion,train
656,Amaro,1946.53,25.38,Media,En observacion,test
657,David,2493.22,24.09,Media,En observacion,train
658,Saturnina,2770.79,23.37,Media,En observacion,train
659,Juan Carlos,3760.71,17.26,Baja,En observacion,train
660,Gaspar,3497.72,18.77,Baja,En observacion,val
661,Custodia,2746.34,23.11,Media,En observacion,test
662,Juan Manuel,4952.8,19.31,Media,Saludable,train
663,Antonio,3620.21,21.1,Baja,En observacion,val
664,César,2330.29,26.07,Media,En riesgo,train
665,Débora,1856.24,27.66,Media,En riesgo,test
666,Toño,2035.01,27.4,Media,En riesgo,val
667,Onofre,2360.85,24.95,Media,En observacion,val
668,Luisina,2062.38,26.36,Baja,En riesgo,train
669,Miriam,2152.98,26.75,Baja,En riesgo,val
670,Mauricio,2497.83,23.56,Baja,En observacion,train
671,Tristán,2106.81,26.08,Media,En riesgo,test
672,Eloísa,4638.68,19.12,Media,Saludable,train
673,Ariadna,1780.82,27.95,Baja,En riesgo,train
674,David,3335.79,20.24,Media,Saludable,test
675,Rogelio,2936.39,21.34,Media,Saludable,test
676,Trinidad,4938.33,17.42,Media,Saludable,test
677,Corona,1892.14,27.57,Baja,En riesgo,test
678,Goyo,2892.49,23.12,Baja,En observacion,test
679,José Manuel,4893.15,17.66,Baja,En observacion,train
680,Arsenio,4529.27,19.21,Media,Saludable,val
681,Leandra,4359.75,18.45,Media,Saludable,train
682,Tristán,2402.66,22.52,Media,En observacion,train
683,Abel,2098.11,27.41,Media,En riesgo,train
684,Aurora,3840.25,19.82,Baja,En observacion,train
685,Ángela,4752.82,18.51,Media,Saludable,train
686,Noelia,3448.67,21.68,Media,Saludable,train
687,Bárbara,3500.64,21.05,Baja,En observacion,train
688,Jacinta,2479.93,21.99,Baja,En observacion,val
689,Loida,4193.23,18.99,Baja,En observacion,train
690,Manuela,2154.65,27.28,Media,En riesgo,train
691,Maite,2632.88,23.6,Baja,En observacion,train
692,Herminia,2989.03,23.71,Baja,En observacion,val
693,Haroldo,3276.64,19.3,Media,Saludable,train
694,Prudencio,2348.43,23.04,Baja,En observacion,test
695,Tomás,1901.93,27.03,Media,En riesgo,test
696,Buenaventura,3637.17,19.36,Media,Saludable,train
697,Graciana,2510.21,22.71,Media,En observacion,train
698,Zoraida,3534.33,18.87,Media,Saludable,train
699,Natalio,2040.27,29.35,Baja,En riesgo,train
700,Estrella,3183.99,20.63,Media,Saludable,train
701,Mauricio,3364.06,23.29,Media,En observacion,train
702,Gracia,1681.38,30.01,Media,En riesgo,train
703,Regina,2678.11,25.61,Media,En observacion,test
704,Edelmiro,1970.45,24.27,Media,En observacion,train
705,Lola,1721.81,29.38,Baja,En riesgo,train
706,Trinidad,4964.86,19.72,Baja,En observacion,train
707,Marcelo,2628.24,23.32,Media,En observacion,train
708,Anunciación,4334.56,16.56,Media,Saludable,train
709,Martin,2391.24,25.31,Media,En observacion,test
710,Griselda,3885.26,20.17,Media,Saludable,val
711,Sebastian,4160.8,18.83,Media,Saludable,train
712,Nacho,3584.74,20.61,Baja,En observacion,test
713,Samuel,3150.52,22.52,Baja,En observacion,train
714,Josefina,2941.44,19.04,Media,Saludable,train
715,Manolo,2721.04,23.63,Baja,En observacion,test
716,Casandra,4753.35,19.09,Media,Saludable,val
717,Edu,4407.17,17.62,Media,Saludable,test
718,Gregorio,4877.59,20.26,Baja,En observacion,train
719,Sosimo,1935.04,25.08,Media,En observacion,val
720,Graciana,4058.04,17.69,Media,Saludable,train
721,Reynaldo,4784.19,17.42,Media,Saludable,val
722,Inés,2134.32,25.96,Media,En observacion,test
723,Marianela,1732.74,27.15,Baja,En riesgo,train
724,Vanesa,4093.92,18.54,Baja,En observacion,test
725,Félix,3510.66,19.46,Media,Saludable,test
726,Encarnación,4446.4,19.71,Baja,En observacion,train
727,Cloe,1989.2,27.28,Media,En riesgo,test
728,Marcial,4283.44,18.48,Baja,En observacion,train
729,Santiago,2205.7,26.09,Baja,En riesgo,train
730,Carlota,2072.8,25.96,Baja,En observacion,val
731,Perla,2074.93,26.95,Baja,En riesgo,train
732,Aarón,4351.01,18.35,Media,Saludable,train
733,Marco,3828.19,18.88,Media,Saludable,test
734,Luciano,3330.73,20.45,Media,Saludable,train
735,Humberto,2755.91,21.92,Media,Saludable,val
736,Tito,4570.2,19.02,Baja,En observacion,test
737,Mireia,2873.56,22.6,Media,En observacion,train
738,Cruz,4358.1,16.49,Media,Saludable,test
739,Elvira,3036.97,21.04,Media,Saludable,train
740,Fátima,2819.31,21.68,Media,Saludable,val
741,Modesto,3119.38,20.7,Media,Saludable,val
742,Adela,2554.82,24.82,Media,En observacion,train
743,Vasco,4116.63,17.45,Media,Saludable,test
744,Vasco,3259.52,20.69,Media,Saludable,train
745,Imelda,2312.74,26.3,Baja,En riesgo,val
746,Ignacio,4648.51,18.17,Media,Saludable,val
747,Ariadna,2843.62,22.65,Media,En observacion,val
748,Ainara,3402.44,20.1,Baja,En observacion,test
749,Nadia,4672.65,18.09,Media,Saludable,val
750,Valentina,3684.83,21.38,Baja,En observacion,test
751,Natividad,1909.14,28.67,Baja,En riesgo,test
752,Magdalena,4789.41,15.85,Baja,En observacion,val
753,Fortunato,3696.98,22.63,Baja,En observacion,test
754,Genoveva,2672.17,22.8,Media,En observacion,test
755,Cesar,1987.45,25.3,Media,En observacion,train
756,Loreto,4279.09,19.24,Baja,En observacion,train
757,Aránzazu,3670.25,20.58,Media,Saludable,train
758,Gracia,3367.11,22.32,Media,En observacion,train
759,Evita,4628.62,19.55,Media,Saludable,val
760,Estefanía,4260.09,19.28,Media,Saludable,val
761,Nico,2030.86,24.62,Media,En observacion,test
762,Ciro,2591.03,23.51,Media,En observacion,test
763,Olivia,2369.71,23.24,Media,En observacion,train
764,Maricruz,4103.81,19.12,Media,Saludable,test
765,Joel,1617.36,30.32,Media,En riesgo,train
766,Hortensia,3494.61,19.29,Media,Saludable,val
767,Martín,4168.61,19.01,Baja,En observacion,train
768,Jafet,4568.68,17.45,Media,Saludable,test
769,Noelia,2697.29,20.63,Media,Saludable,train
770,Heliodoro,4374.4,18.47,Media,Saludable,val
771,Eugenio,1887.21,26.19,Baja,En riesgo,train
772,Amador,4462.58,19.4,Media,Saludable,val
773,Arturo,1946.21,26.0,Media,En observacion,val
774,Jose Ignacio,2890.51,21.44,Baja,En observacion,val
775,Aitana,4290.53,19.05,Media,Saludable,train
776,Emiliana,2024.71,25.83,Media,En observacion,train
777,Remedios,2302.38,22.34,Media,En observacion,test
778,María Jesús,4027.88,19.49,Media,Saludable,train
779,Camilo,4020.13,22.57,Baja,En observacion,test
780,Xavier,3744.02,20.41,Baja,En observacion,train
781,Severino,3928.82,20.54,Media,Saludable,train
782,Soraya,3399.54,17.92,Media,Saludable,train
783,Eva,2381.3,24.35,Baja,En observacion,train
784,Coral,2709.94,21.58,Media,Saludable,test
785,Guiomar,2135.59,25.46,Media,En observacion,train
786,Lina,4679.58,19.76,Media,Saludable,train
787,Josefina,3541.87,21.48,Media,Saludable,val
788,Rodrigo,2902.98,23.11,Media,En observacion,train
789,Ana Belén,3117.02,22.08,Baja,En observacion,train
790,Salomón,4815.49,19.05,Media,Saludable,val
791,Jose Francisco,2036.73,24.8,Media,En observacion,train
792,Eusebio,3551.8,20.51,Baja,En observacion,train
793,Gabriela,3270.61,22.51,Media,En observacion,train
794,Javiera,3640.09,19.08,Baja,En observacion,train
795,Adelardo,1563.39,30.21,Media,En riesgo,test
796,Teodora,4552.43,20.24,Media,Saludable,val
797,Maricela,4762.41,18.16,Baja,En observacion,train
798,Rosalinda,3477.97,21.78,Baja,En observacion,train
799,María Luisa,3938.28,19.73,Baja,En observacion,train
800,Sonia,4728.75,19.46,Media,Saludable,val
801,Custodio,3975.34,18.05,Media,Saludable,test
802,Melania,2033.89,26.49,Baja,En riesgo,test
803,Teodoro,3517.01,20.77,Baja,En observacion,train
804,Isidoro,3623.5,20.32,Media,Saludable,val
805,Gabriel,2984.46,22.24,Media,En observacion,val
806,Nilda,4077.55,17.3,Media,Saludable,test
807,Josefa,4770.28,16.62,Media,Saludable,train
808,Aura,4739.49,19.87,Media,Saludable,val
809,Abril,3077.94,23.78,Media,En observacion,train
810,Aureliano,1896.33,26.2,Media,En riesgo,train
811,Cecilia,4946.94,15.91,Media,Saludable,train
812,Josep,4436.14,18.51,Baja,En observacion,train
813,Yéssica,1936.32,30.35,Media,En riesgo,test
814,Regina,4722.95,15.3,Media,Saludable,val
815,Domingo,4544.64,19.04,Baja,En observacion,train
816,Yago,3315.93,22.49,Media,En observacion,train
817,Eliseo,3569.46,22.76,Media,En observacion,train
818,Nicolasa,2896.51,23.53,Media,En observacion,train
819,Abril,1691.67,29.63,Media,En riesgo,val
820,Guadalupe,2673.19,24.8,Baja,En observacion,val
821,Bernarda,4309.99,18.64,Media,Saludable,test
822,Celia,1516.21,28.64,Baja,En riesgo,val
823,Dulce,2667.25,23.9,Baja,En observacion,train
824,Maximiliano,2893.59,24.01,Media,En observacion,val
825,Marisol,3380.88,23.05,Media,En observacion,val
826,Tatiana,4719.49,18.79,Media,Saludable,train
827,Venceslás,2712.21,21.97,Media,Saludable,val
828,Emperatriz,2714.34,24.96,Baja,En observacion,train
829,Ofelia,4081.25,20.64,Media,Saludable,test
830,Loida,3082.76,22.33,Baja,En observacion,train
831,Tecla,2286.12,24.04,Baja,En observacion,train
832,Anna,3083.54,23.02,Baja,En observacion,val
833,Teodosio,1993.0,27.46,Baja,En riesgo,train
834,Paulina,2117.35,25.13,Baja,En observacion,train
835,Victoria,3244.29,17.4,Media,Saludable,val
836,Carlota,2966.24,20.34,Baja,En observacion,train
837,Victor Manuel,4701.96,18.57,Baja,En observacion,train
838,Teófila,2768.38,21.48,Media,Saludable,val
839,Federico,3532.06,20.45,Media,Saludable,train
840,Mar,3712.93,19.04,Media,Saludable,train
841,Rosalva,1545.83,30.85,Media,En riesgo,test
842,Aitana,3822.38,18.38,Media,Saludable,train
843,Vinicio,2123.13,25.94,Baja,En observacion,val
844,Juan Antonio,4863.75,17.66,Media,Saludable,train
845,Maricruz,2020.32,27.61,Media,En riesgo,test
846,Jose Miguel,2951.18,21.07,Media,Saludable,test
847,Priscila,1798.72,30.03,Media,En riesgo,val
848,Febe,4989.06,16.52,Media,Saludable,train
849,Leonel,3257.68,18.51,Media,Saludable,train
850,María Dolores,3583.85,19.8,Baja,En observacion,train
851,Mayte,1734.77,28.79,Media,En riesgo,val
852,Azahar,4124.86,17.84,Media,Saludable,test
853,Amada,2234.67,26.08,Media,En riesgo,test
854,Eugenia,4643.19,17.32,Media,Saludable,train
855,Jorge,2217.99,26.61,Media,En riesgo,train
856,Leonardo,2167.41,24.58,Baja,En observacion,train
857,Valerio,1627.92,30.86,Baja,En riesgo,test
858,Casemiro,3152.23,21.23,Media,Saludable,train
859,Leyre,3476.94,20.01,Media,Saludable,test
860,Lucho,1729.98,30.01,Baja,En riesgo,train
861,Joel,4214.35,16.5,Media,Saludable,train
862,Lalo,3086.51,22.3,Media,En observacion,train
863,Nico,3335.37,18.89,Media,Saludable,train
864,Miguel,3042.67,23.48,Media,En observacion,train
865,Teodora,2902.67,21.97,Media,Saludable,train
866,Calixta,3458.74,19.03,Baja,En observacion,train
867,Cecilio,2043.34,26.45,Media,En riesgo,test
868,Emiliano,2136.75,25.73,Media,En observacion,train
869,Eutropio,4516.25,20.78,Media,Saludable,val
870,Jerónimo,4811.4,16.19,Media,Saludable,train
871,Rodolfo,2806.58,23.28,Baja,En observacion,train
872,Joaquina,2447.61,24.03,Media,En observacion,train
873,Ezequiel,3754.0,20.48,Media,Saludable,val
874,Lara,2930.57,22.28,Media,En observacion,train
875,Iker,1588.85,29.08,Media,En riesgo,train
876,Bernardo,2046.53,26.77,Media,En riesgo,train
877,Severino,4005.9,20.46,Media,Saludable,val
878,Saturnino,3806.23,19.33,Media,Saludable,train
879,Natalio,1594.84,31.47,Media,En riesgo,train
880,Candela,2276.9,24.78,Media,En observacion,train
881,Adelaida,2308.76,22.07,Media,En observacion,train
882,Severo,3851.62,17.37,Media,Saludable,train
883,Bernabé,1568.99,31.28,Media,En riesgo,train
884,Hilario,1864.38,27.95,Media,En riesgo,train
885,Pepita,4299.71,17.94,Media,Saludable,val
886,Sosimo,2124.91,26.37,Baja,En riesgo,test
887,Roque,3784.61,18.92,Baja,En observacion,val
888,Verónica,2333.64,24.73,Media,En observacion,val
889,María Luisa,1848.04,29.08,Media,En riesgo,train
890,Daniela,2351.1,24.74,Baja,En observacion,test
891,Josefa,4027.93,18.05,Media,Saludable,train
892,Alex,4494.94,19.13,Media,Saludable,train
893,Rocío,4405.77,17.71,Baja,En observacion,train
894,Silvia,2890.14,24.39,Baja,En observacion,train
895,María Del Carmen,3838.3,20.46,Media,Saludable,train
896,Coral,2217.45,21.31,Media,Saludable,train
897,Ricardo,2526.02,24.18,Baja,En observacion,train
898,Albina,4637.18,17.77,Media,Saludable,val
899,Adolfo,1545.51,31.41,Media,En riesgo,train
900,Pastor,1799.28,28.63,Media,En riesgo,train
901,Marc,2227.6,22.63,Media,En observacion,train
902,Marisa,1592.86,32.13,Media,En riesgo,train
903,Rosario,2135.02,25.17,Media,En observacion,train
904,Reyna,3540.65,19.25,Media,Saludable,val
905,Tecla,2974.99,21.66,Media,Saludable,test
906,Petrona,4624.35,18.75,Baja,En observacion,val
907,Simón,4361.05,18.65,Media,Saludable,train
908,Bárbara,2696.36,22.16,Media,En observacion,test
909,Mariana,2407.98,23.58,Baja,En observacion,test
910,Macaria,2828.92,23.37,Media,En observacion,val
911,Carina,3566.03,19.6,Baja,En observacion,test
912,Nereida,2438.22,24.49,Media,En observacion,train
913,Elisa,3684.52,18.78,Media,Saludable,test
914,Tomasa,2932.94,22.37,Baja,En observacion,test
915,Isidro,3432.17,20.41,Media,Saludable,train
916,Amarilis,3026.44,21.45,Media,Saludable,train
917,Isidoro,2530.63,21.13,Baja,En observacion,train
918,Leandro,4819.59,19.38,Baja,En observacion,train
919,Tristán,4172.62,19.61,Baja,En observacion,val
920,Amalia,1990.4,26.95,Baja,En riesgo,test
921,Ambrosio,4539.64,19.51,Media,Saludable,test
922,Roque,3206.01,21.11,Media,Saludable,train
923,Nicodemo,4630.93,18.13,Media,Saludable,train
924,Guiomar,4299.49,18.24,Media,Saludable,test
925,Iris,2988.25,20.74,Media,Saludable,train
926,Nazaret,1578.64,29.93,Baja,En riesgo,train
927,Sandalio,2440.37,23.13,Media,En observacion,train
928,Lourdes,3395.72,20.54,Baja,En observacion,test
929,Fito,3717.17,21.44,Baja,En observacion,train
930,Priscila,2402.61,22.45,Media,En observacion,train
931,Adelia,1987.75,28.42,Baja,En riesgo,train
932,Zaira,4422.26,18.31,Media,Saludable,train
933,Edu,4945.41,17.52,Baja,En observacion,test
934,Esther,3339.92,21.12,Media,Saludable,val
935,Bibiana,2100.88,27.82,Media,En riesgo,val
936,Amando,2453.08,24.44,Media,En observacion,train
937,Victoria,1564.37,26.1,Media,En riesgo,train
938,Rufino,4700.05,17.73,Baja,En observacion,train
939,Dora,1912.13,27.28,Baja,En riesgo,train
940,Cintia,3517.81,19.23,Media,Saludable,train
941,Gloria,2459.19,24.18,Baja,En observacion,train
942,Amando,3439.62,19.71,Media,Saludable,train
943,Celso,3779.97,19.54,Media,Saludable,test
944,Fernanda,4404.1,16.89,Baja,En observacion,train
945,Tiburcio,2222.47,23.75,Baja,En observacion,train
946,Elpidio,1538.49,31.34,Baja,En riesgo,train
947,Roxana,1979.1,25.84,Media,En observacion,train
948,Íñigo,4650.07,18.65,Media,Saludable,train
949,Germán,4558.62,21.52,Media,Saludable,train
950,Aureliano,3590.95,20.99,Media,Saludable,train
951,Juan Bautista,3601.81,21.62,Media,Saludable,val
952,Reynaldo,3827.63,19.44,Media,Saludable,train
953,Nacio,2113.8,25.59,Baja,En observacion,val
954,Héctor,4700.44,19.3,Media,Saludable,train
955,Wálter,2965.7,23.12,Media,En observacion,train
956,Nacho,2840.98,23.15,Baja,En observacion,test
957,Nicolás,3316.21,19.26,Baja,En observacion,val
958,María,1664.38,31.78,Baja,En riesgo,test
959,Serafina,2081.99,24.82,Baja,En observacion,train
960,Reynaldo,4083.12,18.7,Media,Saludable,train
961,Leopoldo,1789.8,27.06,Media,En riesgo,test
962,Marina,3611.03,19.0,Baja,En observacion,train
963,Paz,2358.72,25.55,Media,En observacion,val
964,Tadeo,2862.53,23.41,Baja,En observacion,val
965,José Antonio,2510.43,24.7,Media,En observacion,train
966,Perlita,2744.85,24.47,Media,En observacion,train
967,Ceferino,4016.66,17.91,Baja,En observacion,val
968,Adoración,2539.93,24.45,Media,En observacion,val
969,Alejo,3482.42,19.63,Media,Saludable,train
970,Maribel,3166.18,20.68,Media,Saludable,val
971,Calista,3822.85,18.88,Baja,En observacion,train
972,Baldomero,4778.9,19.75,Media,Saludable,train
973,Pancho,4064.0,19.17,Baja,En observacion,train
974,Jacobo,2252.29,23.52,Media,En observacion,val
975,Florentina,1609.14,30.06,Baja,En riesgo,train
976,Bruno,2417.92,24.05,Media,En observacion,train
977,Mercedes,3582.77,19.07,Baja,En observacion,train
978,Florinda,1679.99,29.32,Baja,En riesgo,train
979,Apolinar,3237.28,20.15,Media,Saludable,train
980,Marisela,3588.95,20.59,Media,Saludable,train
981,Américo,2669.85,21.72,Media,Saludable,test
982,Jose Miguel,4198.19,21.21,Baja,En observacion,train
983,Heraclio,1873.09,27.25,Media,En riesgo,train
984,Primitiva,1762.98,30.21,Media,En riesgo,val
985,Alex,4048.66,20.44,Media,Saludable,train
986,Ester,3234.22,21.98,Media,Saludable,test
987,Ezequiel,3909.41,20.09,Media,Saludable,val
988,Jorge,3021.9,21.03,Media,Saludable,test
989,Edmundo,2362.41,23.38,Media,En observacion,train
990,Ainara,4366.86,17.37,Baja,En observacion,test
991,Haydée,4297.96,19.45,Media,Saludable,train
992,Darío,3931.44,20.04,Media,Saludable,train
993,Cintia,2452.51,23.63,Media,En observacion,train
994,Isaías,3565.81,19.47,Media,Saludable,train
995,Adela,2763.41,20.4,Media,Saludable,test
996,Juana,1820.54,29.74,Baja,En riesgo,train
997,José María,4710.6,20.09,Media,Saludable,train
998,María Fernanda,1978.87,25.15,Media,En observacion,test
999,Rafa,4825.83,18.65,Baja,En observacion,train
1000,Florencio,3061.02,22.87,Baja,En observacion,train
1001,Eloísa,2147.97,24.78,Media,En observacion,train
1002,Elvira,3396.65,18.47,Baja,En observacion,train
1003,Mariana,4555.31,17.62,Media,Saludable,train
1004,Lina,4062.79,18.6,Media,Saludable,train
1005,Darío,4322.96,20.24,Baja,En observacion,train
1006,Mayte,3805.74,18.34,Media,Saludable,train
1007,Olivia,3922.97,19.46,Baja,En observacion,train
1008,Fernando,4472.18,18.07,Media,Saludable,val
1009,María,2373.84,22.49,Media,En observacion,train
1010,Cándido,3212.99,18.84,Baja,En observacion,train
1011,Cristina,2274.23,24.42,Media,En observacion,train
1012,Amancio,4956.84,16.09,Baja,En observacion,test
1013,Úrsula,4804.21,19.38,Baja,En observacion,train
1014,Mateo,1637.99,28.31,Media,En riesgo,train
1015,Coral,3969.51,19.44,Media,Saludable,train
1016,Inés,4738.37,18.16,Media,Saludable,test
1017,Vilma,2132.01,26.78,Media,En riesgo,train
1018,Remigio,3487.81,20.25,Baja,En observacion,test
1019,Régulo,4704.21,17.36,Media,Saludable,train
1020,Ligia,1618.81,31.55,Media,En riesgo,test
1021,Heliodoro,3940.97,20.52,Media,Saludable,train
1022,Carlos,2540.72,24.53,Media,En observacion,train
1023,Dora,4735.39,18.97,Media,Saludable,val
1024,Jessica,4898.7,17.6,Media,Saludable,train
1025,Paulina,4804.93,18.8,Media,Saludable,train
1026,Eulalia,3159.75,20.62,Media,Saludable,train
1027,Jose Carlos,4517.15,17.97,Media,Saludable,train
1028,Cristian,4455.92,17.06,Media,Saludable,train
1029,Josefina,2616.85,26.06,Media,En riesgo,train
1030,María Teresa,4401.2,19.85,Media,Saludable,train
1031,Marcial,1629.53,32.31,Baja,En riesgo,val
1032,Remedios,3586.94,20.75,Media,Saludable,train
1033,Isaura,2305.03,22.71,Media,En observacion,test
1034,Eli,1921.98,25.45,Media,En observacion,test
1035,Noa,1769.34,28.23,Media,En riesgo,val
1036,Dionisio,3937.01,17.25,Media,Saludable,val
1037,Natividad,2689.56,22.29,Media,En observacion,train
1038,Clarisa,4036.68,17.9,Media,Saludable,val
1039,Micaela,1728.75,26.63,Media,En riesgo,val
1040,Ariel,2603.52,23.15,Baja,En observacion,test
